_,Id,Name,RecordTypeId,hed__Account__c,Certificate_Type__c,Collaboration_with_External_Organisation__c,Content_Locationv2__c,Core_Conceptsv2__c,CourseLoop_Full_Proposal_URL__c,CourseLoop_Initial_Proposal_URL__c,Course_Code__c,Delivery_Comments__c,Delivery_Support__c,Delivery_Support_v2__c,Delivery_Type__c,Department_Left_Indented__c,Department_Right_Indented__c,Description__c,Design_Form_Status__c,End_Date__c,Canvas_Sub_Account__c,Evolve_with_QUTeXv2__c,External_Key__c,External_Organisation__c,Field_of_Education__c,Implementation_Year__c,IsComplete__c,Is_Curriculum_Approved__c,LMS_Content_Delivery_Location__c,LMS_Integration_Status__c,LMS_Site_URL__c,Left_Signature__c,Location__c,Location_Details__c,LogoUrl__c,Mark_Content_as_Complete__c,Mark_Design_Stage_as_Complete__c,Maximum_Participants__c,Minimum_Participants__c,Module_Category__c,Module_Type__c,More_Detailsv2__c,Name_Left_Indented__c,Name_Right_Indented__c,No_Hours_Per_Session__c,No_Of_Coaching_Sessions__c,No_of_Groups__c,Number_Of_Groups__c,OPE_Design_Complete__c,Other_Content_Delivery_Locationv2__c,Outcomev2__c,Overviewv2__c,Owning_Faculty__c,Owning_School_Discipline_Area__c,Position_Left_Indented__c,Position_Right_Indented__c,Previously_Developed_Content__c,Primary_Delivery_Platform__c,Proposal_Title__c,Provider__c,Recordtype_Name__c,Resource_Details__c,Right_Signature__c,Start_Date__c,Timeline__c,Type_of_Individual_Coaching__c,Unit_Category__c,Unit_Type__c,Volume_of_Learning_hours__c,Who_Should_Participatev2__c,Suggested_Delivery_Dates__c
[hed__Course__c],a0C8q0000005MvPEAU,Enterprise Leadership - Leading in the Government Context,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Achievement,,,"Via an immersive delivery, Leading in the Government Context develops participants abilities to;
<ul type=disc-Understand the function of Australian political institutions and their impact on the role of public sector managers;
-Critically analyse established frameworks to ensure the government delivers responsive, responsible and accountable service;
-Analyse policy and service provision by applying strategic and systems thinking; and
-Deliver public value by evaluating present and prospective public sector reform",https://courseloop.qut.edu.au/courseloop/show#/unit-information/3df0c35d1b858510b55eebd8274bcbbd,,GSZ611,,,Workbook Printed;Handouts Printed;Prework communications,Face to Face,,,Fast-track your understanding of government structures and processes to supercharge your public sector career and deliver exceptional public value.,,2022-12-23,,Develop your understanding of the environment in which public sector agencies operate with QUTeX's Enterprise Leadership Program (ELP). Leading in the Government Context will teach you strategies to deliver public value through reform and the critical analyses of current frameworks.,,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,FALSE,35,10,,,"<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Part of the QUTeX Enterprise Leadership Series</spanQUT's Enterprise Leadership provides a flexible pathway for managers and aspiring senior leaders to develop the confidence, frameworks and capability to understand complex environments and lead successful business outcomes.
With a suite of flexible learning Professional Development Modules designed by leading experts across QUT, you'll benefit from the ability to pick and choose the right study areas for you.
https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadership-program-elpLearn more
<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Graduate Certificate in Business (Enterprise Leadership)</spanD",,,,,,,FALSE,,,"The institutions which guide political life in Australia are complex. It is essential public sector managers understand the impact these institutions have on the policy work of public sector agencies. Successful public sector managers have a clear understanding of government structures, the context in which the public sector operates, and strategies to work creatively and collaboratively. Ensure you have the skills and knowledge to deliver public value and achieve positive outcomes.
This module is part of the Enterprise Leadership series. https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadershipLearn more",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,,,,Module,,,2019-01-01,,,,,16.25,"Leading in the Government Context upskills high performing enterprise leaders in the public sector and those entering the sector from non-government and private organisations. It will particularly benefit those wanting to demonstrate political acumen and develop their managerial skills to further their government impact.
As part of QUT's Enterprise Leadership series, this course aligns to the https://www.forgov.qld.gov.au/leadership-competencies-queenslandLeadership competencies for Queensland. Call our team on 07 3138 7733 to learn more, or https://cms.qut.edu.au/__data/assets/pdf_file/0005/1030379/ARTWORK-QLD-Comptencies-Map-20200309.pdfdownload the competency map.",
[hed__Course__c],a0C8q0000005MvQEAU,Enterprise Leadership - Data & Information Literacy,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Achievement,,,"Immerse yourself in data-driven decision making and unlock your understanding of;
<ul type=disc-The role of data and analytics in business processes and planning;
-The utilisation of data analysis techniques to identify trends and patterns to support data-driven driven decision making;
-Combining data sources to identify organisational opportunities and risks; and
-How to build compelling evidence-based business cases for recommended strategies and initiatives.",https://courseloop.qut.edu.au/courseloop/show#/unit-information/f75453d7db214d10dcabaaf605961972,,GSZ612,,,Workbook Printed;Handouts Printed;Prework communications,Face to Face,,,Make evidence-based decisions and stay ahead of your competition by mastering data analysis and evaluation.,,1930-12-24,,"Foster your understanding of the importance of data-driven decision making with QUTeX's Enterprise Leadership (ELP). Learn to evaluate and interpret data, visualise metrics and analytics and use data to quantify organisational risks and opportunities. With these skills, you can persuade decision-makers and make informed, evidence-based management and business decisions.",,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,FALSE,35,10,,,"<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Part of the QUTeX Enterprise Leadership Series</spanQUT's Enterprise Leadership provides a flexible pathway for managers and aspiring senior leaders to develop the confidence, frameworks and capability to understand complex environments and lead successful business outcomes.
With a suite of flexible learning Professional Development Modules designed by leading experts across QUT, you'll benefit from the ability to pick and choose the right study areas for you.
https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadership-program-elpLearn more
<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Graduate Certificate in Business (Enterprise Leadership)</spanD",,,,,,,FALSE,,,"High-performing organisations are sophisticated users of data and analytics. They understand the valuable role that correctly analysed and actioned data has in delivering a competitive advantage. Grow your analysis skills to get the most out of your organisation's data to quantify risks and opportunities and ultimately deliver value.
This module is part of the Enterprise Leadership series. https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadershipLearn more",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,,,,Module,,,2019-01-01,,,,,16.25,"Making Decisions with Data places the ability to make more informed, effective and reliable business decisions in the hands of team leaders and program managers.
As part of QUT's Enterprise Leadership series, this course aligns to the https://www.forgov.qld.gov.au/leadership-competencies-queenslandLeadership competencies for Queensland. Call our team on 07 3138 6573 to learn more, or https://cms.qut.edu.au/__data/assets/pdf_file/0005/1030379/ARTWORK-QLD-Comptencies-Map-20200309.pdfdownload the competency map.",
[hed__Course__c],a0C8q0000005MvREAU,Enterprise Leadership - Managing Talent & Succession,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Achievement,,,"Via an engaging, interactive process, participants will understand;
-The challenges associated with leading the workforce of the future;
-The key concepts and foundations of talent management and succession;
-Recruitment and selection theories, models and practices to an employment situation; and
-The application of performance and reward management theories, models and practices",https://courseloop.qut.edu.au/courseloop/show#/unit-information/97b18bdd1b858510b55eebd8274bcb7d,,GSZ613,,,Workbook Printed;Handouts Printed;Prework communications,Face to Face,,,Plan for the workforce of the future and develop your skills to attract top talent.,,1930-12-24,,"Technological advancements like remote working are dramatically changing the way HR professionals attract and retain high-quality candidates. Leaders recruiting for talent must understand strategies to recruit today for their future workforce. Managing Talent and Succession will guide you through the building blocks for an effective enterprise talent management strategy, including methods for attraction, recruitment, performance leadership, recognition and retention.",,,,2022,FALSE,FALSE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,FALSE,35,10,,,"<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Part of the QUTeX Enterprise Leadership Series</spanQUT's Enterprise Leadership provides a flexible pathway for managers and aspiring senior leaders to develop the confidence, frameworks and capability to understand complex environments and lead successful business outcomes.
With a suite of flexible learning Professional Development Modules designed by leading experts across QUT, you'll benefit from the ability to pick and choose the right study areas for you.
https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadership-program-elpLearn more
<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Graduate Certificate in Business (Enterprise Leadership)</spanD",,,,,,,FALSE,,,"It's no secret that exceptional workplace talent is the driving force behind many leading organisations. However, attracting this top talent has been radically changed by economic globalisation and technological shifts. As more organisations prioritise attracting and attaining talented employees cement your understanding of the new systems focusing on talent pool management.
This module is part of the Enterprise Leadership series. https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadershipLearn more",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,,,,Module,,,2019-01-01,,,,,16.25,"Managing Talent and Succession grows both the talent management capabilities HR professionals and the understanding of leaders needing to plan and lead the future workforce.
As part of QUT's Enterprise Leadership series, this course aligns to the https://www.forgov.qld.gov.au/leadership-competencies-queenslandLeadership competencies for Queensland. Call our team on 07 3138 6573 to learn more, or https://cms.qut.edu.au/__data/assets/pdf_file/0005/1030379/ARTWORK-QLD-Comptencies-Map-20200309.pdfdownload the competency map.",
[hed__Course__c],a0C8q0000005MvSEAU,Enterprise Leadership - Leading for High Performance,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Participation,,,"Via an interactive delivery Leading for High Performance will empower you to;
<ul type=disc-Understand the concepts underpinning high performing organisations;
-Build a top-performing team;
-Undertake powerful coaching conversations;
-Conduct difficult performance review conversations;
-Provide effective recognition and feedback; and
-Build an adaptable, learning-based culture.",https://courseloop.qut.edu.au/courseloop/show#/unit-information/0122cf111bc58510b55eebd8274bcba3,https://courseloop.qut.edu.au/courseloop/show#/unit-information/0122cf111bc58510b55eebd8274bcba3,GSZ614,,,Catering;Name Badges;Workbook Printed;Handouts Printed;Prework communications,Face to Face,,,Discover the secrets of high-performing teams and how to apply their practices to your workplace.,,1930-12-24,Faculty of Business and Law - 138,"Be ready for today's dynamic workplace and develop real-world tools and techniques to build and lead a high performing team. QUTeX's Leading for High Performance will introduce you to positive psychology, coaching, providing recognition and feedback, and mechanisms to enable learning and adaption to create a high-performance culture.",,,,2022,FALSE,TRUE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,35,8,,,"<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Part of the QUTeX Enterprise Leadership Series</spanQUT's Enterprise Leadership provides a flexible pathway for managers and aspiring senior leaders to develop the confidence, frameworks and capability to understand complex environments and lead successful business outcomes.
With a suite of flexible learning Professional Development Modules designed by leading experts across QUT, you'll benefit from the ability to pick and choose the right study areas for you.
https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadership-program-elpLearn more
<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Graduate Certificate in Business (Enterprise Leadership)</spanD",,,,,,,TRUE,,,"With global doors open via remote working practices, disruptive start-up enterprises entering established markets, and today's fast-paced world organisations need to be chasing excellence and championing a high-performance culture. Adopt the practices of successful high-performance organisations and learn the tools to build and lead a high performing team.
This module is part of the Enterprise Leadership series. https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadershipLearn more",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,QUT Canvas,,,Module,,,2019-01-01,,,,,16.25,"Leading for High Performance provides team leaders and program managers with the latest conceptual frameworks and techniques to build and sustain a high-performance workplace culture.
As part of QUT's Enterprise Leadership series, this course aligns to the https://www.forgov.qld.gov.au/leadership-competencies-queenslandLeadership competencies for Queensland. Call our team on 07 3138 6573 to learn more, or https://cms.qut.edu.au/__data/assets/pdf_file/0005/1030379/ARTWORK-QLD-Comptencies-Map-20200309.pdfdownload the competency map.",
[hed__Course__c],a0C8q0000005MvTEAU,Enterprise Leadership - Leader As Coach,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Participation,,,"Leader as Coach provides an engaging learning experience where participants learn to;
-Analyse, conduct and evaluate a leader-as-coach conversation in the context of a complex organisational problem
-Understand the practice of self-reflection and journaling as a key aspect of leadership development, self-awareness and improving high level coaching practice
-Critically analyse the core frameworks for coaching conversational practices",https://courseloop.qut.edu.au/courseloop/show#/unit-information/e914c3d51bc58510b55eebd8274bcb64,https://courseloop.qut.edu.au/courseloop/show#/unit-information/e914c3d51bc58510b55eebd8274bcb64,GSZ615,,,Prework communications,Blended,,,"With the right tools and support, almost anybody can become a better coach.",,1930-12-24,Faculty of Business and Law - 138,"QUTeX's Enterprise Leadership (ELP) expert facilitator will guide you on implementing innovation in your workplace. Be ready for tomorrow's challenges by learning skills in design thinking, strategy, and innovation implementation to future proof your organisation.

Part of the QUTeX Enterprise Leadership Series
QUT's Enterprise Leadership provides a flexible pathway for managers and aspiring senior leaders to develop the confidence, frameworks and capability to understand complex environments and lead successful business outcomes.

With a suite of flexible learning Professional Development Modules designed by leading experts across QUT, you�ll benefit from the ability to pick and choose the right study areas for you.
https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadership-program-elp",,,,2022,FALSE,TRUE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,35,6,,,"Graduate Certificate in Business (Enterprise Leadership)

This module can be completed with an additional (optional) Credential unit. This provides you with the accreditation needed to go towards the completion of a Graduate Certificate in Business (Enterprise Leadership), an MBA, or an Executive MBA. QUT�s Graduate Certificate in Business (Enterprise Leadership) has been designed as an extension of the Enterprise Leadership series, to provide participants with a postgraduate level qualification in leading with an enterprise perspective. To attain this qualification, you will need to complete two core Enterprise Leadership modules plus any two electives from the available Enterprise Leadership modules. This program encourages leaders to work on behalf of the whole organisation as well as on their own business unit or team. It is suitable for leaders in corporate, public and non-profit sectors. https://www.qut.edu.au/courses/graduate-certificate-in-business-enterprise-leadership",,,,,,,TRUE,,,"This module lays the foundational theories and practices of leadership through coaching. The aim of this module is to provide you with the theories, models and practices that will provide a solid foundation for exploring and extending your knowledge and application of leadership through coaching in complex organisational contexts. You will develop a systems perspective of leadership development and organisational life, and understand the role of reflective practice and action learning in promoting growth and learning at an individual, group and organisational level.

You will be introduced to the best of contemporary coaching conversational practices drawn primarily from the field of executive coaching, which itself draws on multidisciplinary practice. There will be a focus on coaching methodologies, complexity leadership, organisational systems and cultures, cultural intelligence, positive psychology and human flourishing.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,QUT Canvas,,,Module,,,2019-01-01,,,,,16.25,"Leader as Coach is a powerful skillset for all leaders and managers whether in industry, government or the not-for-profit sector. Participants should have some line management responsibility, whether as team leader, middle manager or senior leader.

As part of QUT's Enterprise Leadership series, this course aligns to the https://www.forgov.qld.gov.au/leadership-competencies-queensland Leadership competencies for Queensland. Call our team on 07 3138 7733 to learn more, or https://cms.qut.edu.au/__data/assets/pdf_file/0005/1030379/ARTWORK-QLD-Comptencies-Map-20200309.pdf download the competency map.",
[hed__Course__c],a0C8q0000005MvUEAU,Enterprise Leadership - Systems Thinking for Leaders,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Participation,,,"This course will immerse you in real-world situations to guide your understanding of;
-The systems thinking mindset for seeing your problems and opportunities through a set of powerful lenses
-Systems inquiry: Tools for gaining a broader understanding of a problem or issue by asking &lsquo;what is, why so and who says?'
-Systems intervention: thoughtful responses to change that accommodate diverse interests and avoid unintended consequences",https://courseloop.qut.edu.au/courseloop/show#/unit-information/419497d7db214d10dcabaaf605961998,https://courseloop.qut.edu.au/courseloop/show#/unit-information/419497d7db214d10dcabaaf605961998,GSZ616,Virtual Workbook and Handouts,,Catering;Name Badges;Workbook Printed;Handouts Printed;Prework communications,Blended,,,Gain a whole new perspective on the problems and opportunities of the world by grasping the mindset and toolkit of thinking in systems.,,1930-12-24,Faculty of Business and Law - 138,,,,,2022,FALSE,TRUE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,35,10,,,"<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Part of the QUTeX Enterprise Leadership Series</spanQUT's Enterprise Leadership provides a flexible pathway for managers and aspiring senior leaders to develop the confidence, frameworks and capability to understand complex environments and lead successful business outcomes.
With a suite of flexible learning Professional Development Modules designed by leading experts across QUT, you'll benefit from the ability to pick and choose the right study areas for you.
https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadership-program-elpLearn more
<span calibri,sans-serif;&#10;mso-fareast-font-family:calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:&#10;en-au;mso-fareast-language:en-us;mso-bidi-language:ar-sa=Graduate Certificate in Business (Enterprise Leadership)</spanD",,,,,,,TRUE,,,"Leaders and managers deal with complex problems whose resolution requires holistic approaches and sophisticated thinking that embraces multiple perspectives.
Through challenging, case-based learning leaders and managers can develop the mindsets and toolkit to understand and act on the multi-faceted business problems of today and tomorrow.
This module is part of the Enterprise Leadership series. https://www.qut.edu.au/study/professional-and-executive-education/courses/enterprise-leadershipLearn more",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,QUT Canvas,,,Module,,,2019-01-01,,,,,16.25,"This program will help leaders and managers who deal with complex problems whose resolution requires holistic thinking and <span style=font-size: 0.98em;working with a diverse set of needs and interests. This could include:</span
-Business Managers and Leaders
-Public sector policy professionals and program leaders
-Not-for-profit leaders who work with government and industry on complex policy and service delivery

As part of QUT's Enterprise Leadership series, this course aligns to the https://www.forgov.qld.gov.au/leadership-competencies-queenslandLeadership competencies for Queensland. Call our team on 07 3138 6573 to learn more, or https://cms.qut.edu.au/__data/assets/pdf_file/0005/1030379/ARTWORK-QLD-Comptencies-Map-20200309.pdfdownload the competency map.",
[hed__Course__c],a0C8q0000005MvVEAU,Indigenous Perspectives in Learning & Teaching & Associate Fellow Indigenous HEA,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Participation,,,"This course will cover a range of topics, including:
-Outline key principles underpinning the sovereignty of First Nations people in Australia, as described in the international right mechanisms of relevance to Indigenous Peoples: The Human Rights Declaration, the Declaration on the Rights of Indigenous Peoples;
-Describe the diversity of First Nations people in Australia; and
-Apply your knowledge of Indigenous perspectives and protocols for respectful engagement with Indigenous people to your practice within a Higher Education context.",https://courseloop.qut.edu.au/courseloop/show#/module-information/523d8623db3a20103076e43405961912,https://courseloop.qut.edu.au/courseloop/show#/module-information/523d8623db3a20103076e43405961912,LTUM1005,,,Prework communications,Virtual Classroom,,,Explore ways to successfully engage with and integrate Indigenous perspectives into your approaches to teaching and learning within a Higher Education context.,,1930-12-24,,The course will equip you to integrate and embed Indigenous perspectives into practice within your discipline area. It will also give you a grounding for an application for recognition as an Associate Fellow (Indigenous) of the HEA and demonstrate your commitment to integrating Indigenous perspectives into the curriculum.,,,,2023,FALSE,TRUE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,30,10,,,"Customised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more. https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"This course will provide you with an understanding and starting point in how to embed Indigenous perspectives into your educational practice. It addresses key principles underpinning the sovereignty of Aboriginal and Torres Strait Islander Peoples in Australia, and uses a Rights-based pedagogical framework to reflect on the importance of integrating Indigenous perspectives throughout the curriculum. You will undertake your learning through a process of reflection, inquiry, collaboration and connection with peers.
This course provides a pathway to apply for the world-first accredited specialist Associate Fellow (Indigenous) of the HEA which recognises your effective integration of Indigenous perspectives into specific areas of educational activity.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,No LMS,,,Module,,,2019-01-01,,,,,13,Academic and professional staff engaged in teaching and support for learning in the higher education sector.,
[hed__Course__c],a0C8q0000005MvWEAU,Health Planning and Evaluation with Assessment,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Achievement,,,"Block OneModule 1 - The planning context which introduces planning, considers the context and culture in which planning takes place and different planning models.
Module 2 - Planning information which examines the role of information/data, business case development and stakeholder engagement in the planning process.
Block TwoModule 3 - Planning in action considers strategy development, selection and implementation together and the role of innovation together with an overview of specialist planning areas.
Module 4 - Planning evaluation addresses approaches and design of evaluation and monitoring as related to health planning.",https://courseloop.qut.edu.au/courseloop/academic-item#/f2b23ec5dbd27300c18f8a264a961967,https://courseloop.qut.edu.au/courseloop/academic-item#/f2b23ec5dbd27300c18f8a264a961967,PUN017,,,Prework communications,Virtual Classroom,,,"This course introduces the principles and practice of integrated health planning, and evaluates the effectiveness of health policies, planning and services.",,2023-11-07,,"On completion of this course you will be able to:
-identify contemporary integrated health planning approaches and explain the linkages between service, workforce, capital (including information and technology), program and corporate strategic planning
-articulate the different ways in which health planning is conceived and practised locally, nationally and internationally and account for these differences
-apply knowledge of health planning skills, principles, processes and tools including when and how to apply these based on the planning context and available resources
-compare and contrast the planning approaches that are used in specialist planning in the areas of service and program planning, with reference to key concepts, planning parameters, planning standards, planning techniques, policy and politics
-determine appropriate evaluation models, methods, processes and tools to compare the actual value of health plans, services and policy with expected outcomes.",,,,2022,FALSE,TRUE,,,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,FALSE,TRUE,20,1,,,"This program is shared by postgraduate students in Health, and may involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"Effective responses from the health system to the major challenges of a rapidly changing world require effective financial, workforce and service planning. Planning is both a technical and political activity.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,No LMS,,,Module,,,2019-01-01,,,,,26,"Anyone seeking to develop skills and knowledge in the planning of health services, and the translation of health policy into practice.",
[hed__Course__c],a0C8q0000005MvXEAU,Leadership of Quality and Safety in Health Care with Assessment,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Achievement,,,"The course covers:
-strategic leadership for quality and safety in different health care settings and across the organization
-clinical governance challenges
-quality system design
-engaging clinicians in quality improvement
-driving improvement through change and innovation
-designing improvement projects.",https://courseloop.qut.edu.au/courseloop/show#/unit-information/cb3a1fc0dbadcd90dcabaaf60596199f,https://courseloop.qut.edu.au/courseloop/show#/unit-information/cb3a1fc0dbadcd90dcabaaf60596199f,PUN219,,,Prework communications,Virtual Classroom,,,This course develops your ability to lead the implementation of effective quality and patient safety programs within a health care setting.,,2023-10-15,,"You will learn how to:
-apply knowledge of the international, national and local health care, leadership models and quality and safety frameworks, to improve patient safety and health care quality
-critically analyse the impact of leadership, teamwork and culture on innovation, reform and performance management related to quality and patient safety",,,,2022,FALSE,TRUE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,20,1,,,"This program is shared by postgraduate students in Health, and may involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"We examine the role of leaders and advanced governance principles for quality and safety. You will learn how to build a culture of high performance, innovation, reform, and safety.",0019h000001wVSgAAM,0019r000002lVbzAAE,,,,Blackboard,,,Module,,,2019-01-01,,,,,26,"This course is ideal if you are a health care manager, quality manager, in a position of leadership within a health care setting, or considering a career change in the area of quality and safety improvement.",
[hed__Course__c],a0C8q0000005MvYEAU,Disaster Response and Recovery with Assessment,0128q0000004KouAAE,0019n000001yOepAAE,Certificate of Achievement,,,"On successful completion of this course you will be able to:
-Identify and analyse issues that may be encountered during response and recovery to a major incident or disaster.
-Collaborate with others to manage the response and recovery phases of an emergency or disaster, based on an in-depth knowledge of relevant principles and practices.
-Critically evaluate the outcomes of early response and recovery and develop proposals to drive recovery, based on this analysis.
-Apply commonly used tools in project planning for recovery.",https://courseloop.qut.edu.au/courseloop/show#/unit-information/332303dc1b9a0d1066eaa829274bcb5d,https://courseloop.qut.edu.au/courseloop/show#/unit-information/332303dc1b9a0d1066eaa829274bcb5d,PUN453,,,Prework communications,Virtual Classroom,,,Develop the skills to assist organisations and communities to respond to and recover from disasters and major incidents.,,2023-10-10,,,,,,2022,FALSE,TRUE,,Success,,,a0F8q000000JDODEA4,QUT Kelvin Grove,https://qut360--c.documentforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,TRUE,TRUE,20,1,,,"This program is shared by postgraduate students in Health, and may involve some collaboration between professional development participants and postgraduate students.
<h4 id=customised-and-contestualised-for-your-organisationCustomised and contextualised for your organisationQUTeX can work closely with your organisation to develop and deliver learning solutions to help build capability and achieve your specific business objectives.
Join a growing community of leading Australian organisations creating results-driven learning solutions with QUTeX, in industries including government, financial and professional services, health and community, construction and mining, retail, education, agribusiness and more.https://www.qut.edu.au/study/professional-and-executive-education/get-your-team-future-fit-fastGet started today.",,,,,,,TRUE,,,"Learn how to implement a comprehensive disaster response and develop associated funding proposals in local, national and international contexts.
This four day intensive course covers the following areas of disaster response and recovery:
-Systems, structures and processes
-System continuity and recovery
-Community recovery
-Human and social considerations",0019h000001wVSgAAM,0019r000002lVbzAAE,,,Yes,Blackboard,,,Module,,,2019-01-01,,,,,26,"Anyone currently or potentially involved in or responsible for planning, preparation and management of essential services during major incidents and disasters.",
