_,Id,ValidationStatus,PublishStatus,VersionNumber,IsLatestVersion,IsVisibleInApp,IsVisibleInPkb,IsVisibleInCsp,IsVisibleInPrm,Language,Title,UrlName,ArchivedDate,ArchivedById,Summary,NextReviewDate,LargeLanguageModel,ArticleNumber,FirstPublishedDate,LastPublishedDate,ArticleArchivedById,ArticleArchivedDate,ArticleCaseAttachCount,ArticleCreatedById,ArticleCreatedDate,ArticleTotalViewCount,SourceId,AssignedToId,AssignedById,AssignmentDate,AssignmentDueDate,AssignmentNote,MigratedToFromArticleVersion,Article_Details__c
[Knowledge__kav],ka0Om0000000NW5IAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Unsuccessful in scholarship,Unsuccessful-in-scholarship,,,,,,1157,2023-12-18T00:27:48.000+0000,2023-12-18T00:27:48.000+0000,,,1,005Om000000NQ6gIAG,2023-12-18T00:27:39.000+0000,7,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;"">All international applicants are automatically considered for the International Merit Scholarship once an application has been submitted. If there is no scholarship award provided in your QUT offer letter, you may not have met the eligibility requirements. </span></span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">To view the eligibility requirements, please visit the </span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://www.qut.edu.au/study/fees-and-scholarships/scholarships/international-merit-scholarship"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">International Merit Scholarship</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""> webpage.</span></span>"
[Knowledge__kav],ka0Om0000000NUTIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,OSHC exemption,OSHC-exemption,,,,,,1156,2023-12-18T00:27:20.000+0000,2023-12-18T00:27:20.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:27:11.000+0000,0,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">If you do not require OSHC, you will need to email the International Admissions team by replying to your QUT Offer Letter email and providing evidence of equivalent OSHC coverage.</span></span></span>"
[Knowledge__kav],ka0Om0000000NSrIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,What is an adjustment scheme?,What-is-an-adjustment-scheme,,,,,,1155,2023-12-18T00:27:12.000+0000,2023-12-18T00:27:12.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:27:02.000+0000,0,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">Adjustment schemes provide an adjustment to your selection rank (or OP / ATAR equivalent) to help you get into the course you want. As an international high school student studying Australian curriculum, you can receive up to a maximum of 8.00 selection rank adjustments.</span></span></span>"
[Knowledge__kav],ka0Om0000000NRFIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,OSHC,OSHC,,,,,,1154,2023-12-18T00:26:47.000+0000,2023-12-18T00:26:47.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:26:37.000+0000,0,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Our preferred OSHC provider is Medibank. We organise a Medibank Comprehensive OSHC policy for international students. We&#39;ll arrange cover for the length of your visa with Medibank Private. You&#39;ll need to pay for this cover when you accept your offer.</span></span></span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">If you�d rather use a different provider, the </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://privatehealth.gov.au/health_insurance/overseas/overseas_student_health_cover.htm"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">privatehealth.gov.au</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> website has information about which health funds offer OSHC. You�ll need to provide us with proof of your policy. If you have not arrived in Australia and no longer require OSHC, you&#39;ll need to cancel your existing policy.</span></span></span>"
[Knowledge__kav],ka0Om0000000NPdIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Year 12 subject scheme,Year-12-subject-scheme,,,,,,1153,2023-12-18T00:26:33.000+0000,2023-12-18T00:26:33.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:26:20.000+0000,0,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">You�ll need to have completed the equivalent of four semesters at senior school level (Years 11 and 12) with a passing exit grade in Mathematics C, Physics, Languages other than English (LOTE), Aerospace Studies or Engineering Technology (for students who apply to study a QUT Bachelor of Engineering or related double degree) or university units (e.g. through START QUT).</span></span></span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">You don&#39;t need to apply separately for the Year 12 Subject Scheme, QTAC will calculate it automatically. Find out more about the </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://www.qut.edu.au/study/applying/adjustment-schemes?international#Year_12_Subject_Scheme-tab"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">Year 12 Subject Scheme</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">.</span></span></span>"
[Knowledge__kav],ka0Om0000000MzqIAE,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,COE processing times - paid via QUTPay,COE-processing-times-paid-via-QUTPay,,,,,,1152,2023-12-18T00:26:20.000+0000,2023-12-18T00:26:20.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:26:12.000+0000,2,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">When an applicant pays outside of StudyLink (via QUTPay) they will need to contact Admissions directly as StudyLink does not provide a notification to the team that a payment has been made. They only receive notifications for payments made directly via StudyLink.</span></span></span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">Please allow at least 3 business days once you notify Admissions for us to process your acceptance payment and send you your CoE.</span></span></span>"
[Knowledge__kav],ka0Om0000000NO1IAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,COE processing times - paid via StudyLink,COE-processing-times-paid-via-StudyLink,,,,,,1151,2023-12-18T00:25:58.000+0000,2023-12-18T00:25:58.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:25:41.000+0000,1,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">Please allow at least 3 business days for us to process your acceptance payment and send you your CoE.</span></span></span>"
[Knowledge__kav],ka0Om0000000NHZIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Login details,Login-details,,,,,,1147,2023-12-18T00:23:48.000+0000,2023-12-18T00:23:48.000+0000,,,0,0058q000000Im1aAAC,2023-12-18T00:20:49.000+0000,6,,,,,,,,"<p>To recover your password, complete these steps:��</p><ol start=""1""><li><p>Visit <a href=""https://access.qut.edu.au/selfservice/password/recover"" target=""_blank"">Password Recovery</a> to set up a new password. You will need your QUT access username, which is the letter �n� followed by your QUT student ID number: number�</p></li></ol><ol start=""2""><li><p>Your password recovery link will be sent to the email address provided in your application: email��</p></li></ol><p>If you have technical issues, please contact QUT IT Support on <a href=""mailto:askqut@qut.edu.au"" target=""_blank"">askqut@qut.edu.au</a> and be sure to include your error code.�</p><p>Once you have set-up your password, you can <a href=""https://qutvirtual4.qut.edu.au/web/qut/hiq"" target=""_blank"">login to HiQ</a> and:�</p><ul><li><p><a href=""https://qutvirtual4.qut.edu.au/group/student/orientation/enrolling-for-the-first-time/undergraduate-enrolment/enrol-in-your-units"" target=""_blank"">Enrol in your units</a>�</p></li><li><p><a href=""https://qutvirtual4.qut.edu.au/group/student/orientation/enrolling-for-the-first-time/undergraduate-enrolment/plan-your-timetable"" target=""_blank"">Plan your timetable</a>��</p></li><li><p><a href=""https://qutvirtual4.qut.edu.au/group/student/orientation/enrolling-for-the-first-time/undergraduate-enrolment/register-for-classes"" target=""_blank"">Register for classes</a>�</p></li><li><p><a href=""https://qutvirtual4.qut.edu.au/group/student/orientation/your-orientation"" target=""_blank"">Register for orientation</a>�</p></li></ul><p>I believe I have answered all your questions but if you need additional support, please contact HiQ on <a href=""mailto:askqut@qut.edu.au"" target=""_blank"">askqut@qut.edu.au</a> or +61 7 3138 2000. You can also <a href=""https://www.qut.edu.au/about/campuses-and-facilities/student-centres-hiq"" target=""_blank"">visit HiQ on-campus</a> if you are onshore.��</p>"
[Knowledge__kav],ka0Om0000000NMPIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Available adjustment schemes,Available-adjustment-schemes,,,,,,1150,2023-12-18T00:23:08.000+0000,2023-12-18T00:23:08.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:22:57.000+0000,0,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">If you�re an eligible international QTAC applicant, you can receive multiple adjustments to your selection rank or ATAR through a number of </span></span><a href=""https://www.qut.edu.au/study/applying/adjustment-schemes?international"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">adjustments schemes</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;"">, making you more competitive for a course offer.</span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">You may be able to receive an adjustment through one of the following:</span></span></span></span><ol><li><span style=""font-size: 10.5pt;""><span style=""color: black;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;"">Educational Access Scheme (EAS)</span></span></span></span></li><li><span style=""font-size: 10.5pt;""><span style=""color: black;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;"">Regional, Rural and Remote Adjustment Scheme</span></span></span></span></li><li><span style=""font-size: 10.5pt;""><span style=""color: black;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;"">Year 12 Subject Scheme</span></span></span></span></li></ol><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">You will be considered for as many adjustments as you�re eligible for, up to a maximum of 8.00 ATAR or selection ranks across all schemes. You don&#39;t need to apply separately � QTAC will calculate it automatically.</span></span></span>"
[Knowledge__kav],ka0Om0000000NKnIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Year 12 early offer scheme,Year-12-early-offer-scheme,,,,,,1149,2023-12-18T00:21:55.000+0000,2023-12-18T00:21:55.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:21:43.000+0000,0,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">The </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://www.qut.edu.au/study/applying/year-12-early-offer-scheme"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">Year 12 Early Offer Scheme</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> is open to Australian, New Zealand and international students completing Year 12 at a Queensland high school in 2023. The Year 12 Early Offer Scheme can provide certainty about your future options, with an offer to study at QUT before receiving your ATAR, IB Diploma or VET Diploma. If eligible, you&#39;ll receive an offer for your QTAC first preference the day you complete Year 12. </span></span></span>"
[Knowledge__kav],ka0Om0000000NJBIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Early offer scheme - steps,Early-offer-scheme-steps,,,,,,1148,2023-12-18T00:21:10.000+0000,2023-12-18T00:21:10.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:20:58.000+0000,1,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">For key dates regarding QUT�s early offer round, please head to our webpage </span></span><a href=""https://www.qut.edu.au/study/applying/year-12-early-offer-scheme#important-dates"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">here</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;"">. </span></span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Step 1: Apply through QTAC </span></span></span></span></span><ul><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Complete your QTAC application by <span style=""background: yellow;"">21 October</span>, listing one of our eligible courses in your top three preferences. </span></span></span></span></span></li></ul><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Step 2: Receive your invitation </span></span></span></span></span><ul><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">You�ll receive an email inviting you to apply for the scheme. </span></span></span></span></span></li></ul><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Step 3: Upload supporting documentation </span></span></span></span></span><ul><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">When you have received your invitation, upload your supporting documentation to your QTAC application. </span></span></span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">You must upload your documents by <span style=""background: yellow;"">31 October</span> for the <span style=""background: yellow;"">18 Nov QTAC</span> offer round </span></span></span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Upload them as one combined PDF attachment</span></span></span></span></span></li></ul><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">If you are successful in receiving an early offer from QUT, you will be notified of this on the <span style=""background: yellow;"">18th November.</span> </span></span></span></span></span><br>�"
[Knowledge__kav],ka0Om0000000NFxIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Pay fees � split payment,Pay-fees-split-payment,,,,,,1146,2023-12-18T00:20:29.000+0000,2023-12-18T00:20:29.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:20:17.000+0000,0,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">If you would like to split your payment across multiple methods, accounts or cards, you can do so through QUTPay. </span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Navigate to the �Payment Home� tab and select �Tuition Fees (including Student Amenities Fees)� under the search bar. </span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">This will take you to the Tuition Fees payment page, where you will need to enter your student ID, name, and amount you wish to pay. Enter the first amount of the split payment and select �Add to Cart� at the bottom right corner. Select �Process Payment�. You will be redirected to the payment types. Select which payment method you wish to use. Repeat the process for the next payment amount or method. </span></span></span></span><br>�"
[Knowledge__kav],ka0Om0000000NELIA2,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Scholarships - International Students,Scholarships-International-Students,,,,,,1145,2023-12-18T00:20:09.000+0000,2023-12-18T00:20:09.000+0000,,,2,0058q000000I8fsAAC,2023-12-18T00:19:58.000+0000,11,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">A </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://www.qut.edu.au/study/fees-and-scholarships/scholarships/browse?study-level_key=UG&amp;student-type_key=PROSPECTIVE&amp;study-area-broad_key=Any&amp;eligibility-citizenship_key=INT&amp;eligibility-criteria_key=Any&amp;query=&amp;utm_id=61104&amp;sfmc_id=25682709"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">list of scholarships</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> available for international students can be found on the QUT website, including the </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://www.qut.edu.au/study/fees-and-scholarships/scholarships/international-merit-scholarship"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">International Merit Scholarship</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">. For those Scholarships that �adjustments� can be added, we will automatically add the points to your ATAR when considering you for the scholarship. Please note, QTAC students are not eligible for QUT College Scholarship for Foundation programs.</span></span></span>"
[Knowledge__kav],ka0Om0000000NCjIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Pay fees - bank transfer,Pay-fees-bank-transfer,,,,,,1144,2023-12-18T00:19:57.000+0000,2023-12-18T00:19:57.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:19:47.000+0000,5,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">QUT does not accept bank transfer directly � they must be made via Flywire. Flywire accepts bank transfer, credit/debit card payments and other online payment methods. In Flywire if you accept the bank transfer method, payment instructions that contain the account details will be provided to you at the end of the payment request form. You can then initiate the transfer at the chosen bank in person or through the online banking platform (from any bank you choose).</span></span></span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">You can also contact </span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""mailto:support@flywire.com"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">support@flywire.com</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;""> if you need assistance. Customer support Service is also available and can be contacted on +61 (2) 8311 4772.</span></span></span>"
[Knowledge__kav],ka0Om0000000NB7IAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Pay fees � how to � direct,Pay-fees-how-to-direct,,,,,,1143,2023-12-18T00:19:24.000+0000,2023-12-18T00:19:24.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:19:11.000+0000,4,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">You can pay your fees two different ways: Flywire or credit card. Payment must be made via the QUT Application Portal. We do not accept payments via bank transfer. For more information, head to our �</span></span></span><span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><a href=""https://www.qut.edu.au/study/applying/international-applying/pay-your-fees"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">pay your fees</span></a></span></span><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">� webpage.</span></span></span>"
[Knowledge__kav],ka0Om0000000N9VIAU,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Pay fees � how to � agent,Pay-fees-how-to-agent,,,,,,1142,2023-12-18T00:18:54.000+0000,2023-12-18T00:18:54.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:18:47.000+0000,1,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">Your agent can assist you in understanding the steps required to pay your fees.</span></span></span>"
[Knowledge__kav],ka0Om0000000N7tIAE,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,START QUT,START-QUT,,,,,,1141,2023-12-18T00:18:42.000+0000,2023-12-18T00:18:42.000+0000,,,0,0058q000000I8fsAAC,2023-12-18T00:18:29.000+0000,3,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><a href=""https://www.qut.edu.au/study/options/start-qut"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank""><span style=""font-size: 11.0pt;"">START QUT</span></a><span style=""font-size: 11.0pt;""><span style=""color: black;""> allows you to trial potential study areas, experience the university lifestyle and learn about the differences between high school and university. You�ll be part of the student community and attend lectures, tutorials or workshops with other QUT students.</span></span></span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""tab-stops: 52.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">START QUT is open to a Queensland or northern NSW based senior high school students currently studying 5 ATAR general subjects (including General English) with suitable grades.</span></span></span></span></span><br><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">There is a separate application process for the START QUT program. Please head to the website to learn how to apply.</span></span></span>"
[Knowledge__kav],ka0Om0000000N6HIAU,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Pay fees � upfront,Pay-fees-upfront,,,,,,1140,2023-12-18T00:18:32.000+0000,2023-12-18T00:18:32.000+0000,,,1,005Om000000NQ6gIAG,2023-12-18T00:18:24.000+0000,4,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">As a new international student, you will need to pay your first semester�s tuition fee as a part of your acceptance to QUT and you will need to continue to pay up-front by the census date each semester.</span></span></span>"
[Knowledge__kav],ka0Om0000000N4fIAE,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Processing delays � acceptance,Processing-delays-acceptance,,,,,,1139,2023-12-18T00:18:10.000+0000,2023-12-18T00:18:10.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:18:01.000+0000,4,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">Our admissions team are working to process your acceptance as soon as possible. </span></span>"
[Knowledge__kav],ka0Om0000000MWoIAM,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Processing delays - application,Processing-delays-application,,,,,,1138,2023-12-18T00:17:46.000+0000,2023-12-18T00:17:46.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:17:38.000+0000,2,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;"">Due to large volumes of applications, processing times are slightly delayed and can vary between 15 � 20 business days from the date of submission.</span></span></span><br><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">Please be assured our Admissions team will be in contact as soon as possible with the outcome of your application.</span></span>"
[Knowledge__kav],ka0Om0000000N33IAE,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Student request to be represented by an agent,Student-request-to-be-represented-by-an-agent,,,,,,1137,2023-12-18T00:17:18.000+0000,2023-12-18T00:17:18.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:17:09.000+0000,3,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">If a student applied to QUT directly, but then wishes to be represented by an agency, they need to complete the Agent Request to Represent Student Form and submit to <a href=""mailto:qut.agentsupport@qut.edu.au"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank"">qut.agentsupport@qut.edu.au</a> for processing.</span></span>"
[Knowledge__kav],ka0Om0000000MzpIAE,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Class registration,Class-registration,,,,,,1135,2023-12-18T00:16:49.000+0000,2023-12-18T00:16:49.000+0000,,,0,0058q000000Im1aAAC,2023-12-18T00:16:11.000+0000,1,,,,,,,,"You can watch an <a href=""https://qutvirtual4.qut.edu.au/group/student/orientation/enrolling-for-the-first-time/international-enrolment/enrol-in-your-units"" target=""_blank"">enrolment guide video</a> on HiQ. You will need to login using your QUT account.�"
[Knowledge__kav],ka0Om0000000N1RIAU,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,Paid application fee twice,Paid-application-fee-twice,,,,,,1136,2023-12-18T00:16:28.000+0000,2023-12-18T00:16:28.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:16:20.000+0000,4,,,,,,,,"<span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: black;"">If a student pays the application fee outside of StudyLink (QUTPay), they will be required to pay the $100 application fee again through StudyLink and then email admissions to request a refund. The voucher code will not work as it is only available to agents.</span></span></span>"
[Knowledge__kav],ka0Om0000000MqAIAU,Not Validated,Online,1,TRUE,TRUE,FALSE,FALSE,FALSE,en_US,How to pay the application fee,How-to-pay-the-application-fee,,,,,,1134,2023-12-18T00:16:02.000+0000,2023-12-18T00:16:02.000+0000,,,0,005Om000000NQ6gIAG,2023-12-18T00:15:50.000+0000,2,,,,,,,,"<span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Y</span></span><span style=""color: black;"">ou must first be logged into the </span><a href=""https://bit.ly/InternationalApplyNow"" target=""_blank""><span style=""color: #0563c1;"">QUT Application Portal</span></a><span style=""color: black;"">. Navigate to the �Submit� section and ensure �Make payment with QUTPay� is selected. Click �Continue� to proceed to the university�s secure payment portal called �QUTPay�. Select the payment method you would like to use, either credit card or Flywire. You don�t need to create a QUTPay account. Enter your payment details (such as the card number and expiry date) and click �Pay Now�. Do not exit out of the payment processing page while payment is in progress.</span></span></span><br><br><span style=""font-size: 10.5pt;""><span style=""font-family: Arial,sans-serif;""><span style=""font-size: 11.0pt;""><span style=""color: black;"">Once your payment has been successfully processed, you will be directed to the application submitted page and a confirmation email will be sent to the address you provided in your application. You can also find your StudyLink Applicant Number, which you can use to check on the status of your application at any time.</span></span></span></span><br>�"
