$$Pricebook2.Name$Product2.Name,Id,IsActive,Pricebook2.Name,Pricebook2Id,Product2.Name,Product2Id,UnitPrice
QUT Staff;Inclusive Strategies for the Autism spectrum,01u8q000000YZx6AAG,false,QUT Staff,01s8q0000000KAdAAM,Inclusive Strategies for the Autism spectrum,01t8q000000Eu1FAAS,313.5
QUT Staff;Leadership In Health Management,01u8q000000YZxPAAW,false,QUT Staff,01s8q0000000KAdAAM,Leadership In Health Management,01t8q000000Eu1KAAS,1745
QUT Staff;Leadership of Quality and Safety in Health Care,01u8q000000YZxaAAG,false,QUT Staff,01s8q0000000KAdAAM,Leadership of Quality and Safety in Health Care,01t8q000000Eu1MAAS,1745
QUT Staff;Modern Chinese Language Course: Level 1,01u8q000000YZyFAAW,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 1,01t8q000000Eu1UAAS,353
QUT Staff;Modern Chinese Language Course: Level 2,01u8q000000YZyKAAW,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 2,01t8q000000Eu1VAAS,353
QUT Staff;Modern Chinese Language Course: Level 3,01u8q000000YZyPAAW,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 3,01t8q000000Eu1WAAS,353
QUT Staff;Modern Chinese Language Course: Level 4,01u8q000000YZyUAAW,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 4,01t8q000000Eu1XAAS,353
QUT Staff;Modern Chinese Language Course: Level 5,01u8q000000YZyZAAW,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 5,01t8q000000Eu1YAAS,353
QUT Staff;Modern Chinese Language Course: Level 6,01u8q000000YZyeAAG,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 6,01t8q000000Eu1ZAAS,353
QUT Staff;Modern Chinese Language Course: Level 7,01u8q000000YZyjAAG,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 7,01t8q000000Eu1aAAC,353
QUT Staff;Modern Chinese Language Course: Level 8,01u8q000000YZyoAAG,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 8,01t8q000000Eu1bAAC,353
QUT Staff;Successful Speechwriting,01u8q000000YZzAAAW,false,QUT Staff,01s8q0000000KAdAAM,Successful Speechwriting,01t8q000000Eu1gAAC,660
QUT Staff;Team and Group Coaching: igniting organisational energy,01u8q000000YZzUAAW,false,QUT Staff,01s8q0000000KAdAAM,Team and Group Coaching: igniting organisational energy,01t8q000000Eu1kAAC,660
QUT Staff;Trust Management: Unlocking a Unique Source of Competitive Advantage in the Digi,01u8q000000YZzeAAG,false,QUT Staff,01s8q0000000KAdAAM,Trust Management: Unlocking a Unique Source of Competitive Advantage in the Digi,01t8q000000Eu1mAAC,660
QUT Staff;Enterprise Leadership - Leading in the Government Context,01u8q000000Ya0OAAS,false,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Leading in the Government Context,01t8q000000Eu1wAAC,1462.5
QUT Staff;Health Planning and Evaluation with Assessment,01u8q000000Ya0vAAC,false,QUT Staff,01s8q0000000KAdAAM,Health Planning and Evaluation with Assessment,01t8q000000Eu23AAC,2178.75
QUT Staff;Leadership of Quality and Safety in Health Care with Assessment,01u8q000000Ya11AAC,false,QUT Staff,01s8q0000000KAdAAM,Leadership of Quality and Safety in Health Care with Assessment,01t8q000000Eu24AAC,2180
QUT Staff;Disaster Response and Recovery with Assessment,01u8q000000Ya17AAC,false,QUT Staff,01s8q0000000KAdAAM,Disaster Response and Recovery with Assessment,01t8q000000Eu25AAC,2180
QUT Staff;Leadership In Health Management with Assessment,01u8q000000Ya1JAAS,false,QUT Staff,01s8q0000000KAdAAM,Leadership In Health Management with Assessment,01t8q000000Eu27AAC,2180
QUT Staff;QUTeX Fundamentals: Critical Thinking and Reasoning,01u8q000000Ya60AAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Critical Thinking and Reasoning,01t8q000000Eu9aAAC,198
QUT Staff;QUTeX Fundamentals: Culturally Diverse Thinking & Perspectives,01u8q000000Ya64AAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Culturally Diverse Thinking & Perspectives,01t8q000000Eu9cAAC,198
QUT Staff;QUTeX Fundamentals: Cyber Security for Non-Cyber Professionals,01u8q000000Ya68AAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Cyber Security for Non-Cyber Professionals,01t8q000000Eu9dAAC,198
QUT Staff;QUTeX Fundamentals: Leading Complex Projects,01u8q000000Ya6CAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Leading Complex Projects,01t8q000000Eu9eAAC,198
QUT Staff;QUTeX Fundamentals: Organisational Psychology,01u8q000000Ya6KAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Organisational Psychology,01t8q000000Eu9gAAC,198
QUT Staff;QUTeX Fundamentals: Project Management Processes & Practices,01u8q000000Ya6OAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Project Management Processes & Practices,01t8q000000Eu9hAAC,198
QUT Staff;Psychology of Decision Making,01u8q000000Ya6SAAS,false,QUT Staff,01s8q0000000KAdAAM,Psychology of Decision Making,01t8q000000Eu9iAAC,198
QUT Staff;QUTeX Fundamentals: Psychology of Teams,01u8q000000Ya6WAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Psychology of Teams,01t8q000000Eu9jAAC,198
QUT Staff;QUTeX Fundamentals: Developing a Roadmap for Procurement Success,01u8q000000Ya6aAAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Developing a Roadmap for Procurement Success,01t8q000000Eu9kAAC,99
QUT Staff;QUTeX Fundamentals: Information Technology: Artificial Intelligence,01u8q000000Ya6eAAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Information Technology: Artificial Intelligence,01t8q000000Eu9lAAC,99
QUT Staff;QUTeX Fundamentals: Lean Thinking,01u8q000000Ya6mAAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Lean Thinking,01t8q000000Eu9nAAC,99
QUT Staff;QUTeX Fundamentals: Managing People,01u8q000000Ya6qAAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Managing People,01t8q000000Eu9oAAC,99
QUT Staff;QUTeX Fundamentals: Organisational Design,01u8q000000Ya6uAAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Organisational Design,01t8q000000Eu9pAAC,99
QUT Staff;QUTeX Fundamentals: Project & People,01u8q000000Ya6yAAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Project & People,01t8q000000Eu9qAAC,99
QUT Staff;QUTeX Fundamentals: Psychology,01u8q000000Ya72AAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Psychology,01t8q000000Eu9rAAC,99
QUT Staff;QUTeX Fundamentals: Reflective and Resilient Thinking,01u8q000000Ya76AAC,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Reflective and Resilient Thinking,01t8q000000Eu9sAAC,99
QUT Staff;QUTeX Fundamentals: Understanding 'Digital' for the Modern Organisation,01u8q000000Ya7AAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Understanding 'Digital' for the Modern Organisation,01t8q000000Eu9tAAC,99
QUT Staff;QUTeX Fundamentals: Understanding Organisational Behaviour,01u8q000000Ya7EAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Understanding Organisational Behaviour,01t8q000000Eu9uAAC,99
QUT Staff;QUTeX Fundamentals: Strategic It-Enabled Innovation,01u8q000000Ya7IAAS,false,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Strategic It-Enabled Innovation,01t8q000000Eu9wAAC,198
QUT Staff;Digital Project Board Governance: Microcredential,01u8q000000Yb1UAAS,false,QUT Staff,01s8q0000000KAdAAM,Digital Project Board Governance: Microcredential,01t8q000000EvSRAA0,1031
QUT Staff;The Strategic Accountant,01u8q000000Yb1ZAAS,false,QUT Staff,01s8q0000000KAdAAM,The Strategic Accountant,01t8q000000EvSSAA0,495
QUT Staff;Modern Chinese Language Course: Level 9,01u8q000000YeSLAA0,false,QUT Staff,01s8q0000000KAdAAM,Modern Chinese Language Course: Level 9,01t8q000000F05hAAC,353
QUT Staff;Innovative Thinking for Teachers & School Leaders: Module Plus,01u8q000000YZv4AAG,true,QUT Staff,01s8q0000000KAdAAM,Innovative Thinking for Teachers & School Leaders: Module Plus,01t8q000000Eu0mAAC,491
QUT Staff;Creating Apps in the Classroom: Module Plus,01u8q000000YZv9AAG,true,QUT Staff,01s8q0000000KAdAAM,Creating Apps in the Classroom: Module Plus,01t8q000000Eu0nAAC,491
QUT Staff;Inclusive Education: Core concepts and essential knowledge: Module Plus,01u8q000000YZvEAAW,true,QUT Staff,01s8q0000000KAdAAM,Inclusive Education: Core concepts and essential knowledge: Module Plus,01t8q000000Eu0oAAC,491
QUT Staff;Teaching Students who have suffered Complex trauma: Module Plus,01u8q000000YZvJAAW,true,QUT Staff,01s8q0000000KAdAAM,Teaching Students who have suffered Complex trauma: Module Plus,01t8q000000Eu0pAAC,491
QUT Staff;AusHSI Health Statistics Refresher,01u8q000000YZvVAAW,true,QUT Staff,01s8q0000000KAdAAM,AusHSI Health Statistics Refresher,01t8q000000Eu0uAAC,413
QUT Staff;Building a High-Performing Team: The Eight Characteristics of Winning Teams,01u8q000000YZvaAAG,true,QUT Staff,01s8q0000000KAdAAM,Building a High-Performing Team: The Eight Characteristics of Winning Teams,01t8q000000Eu0vAAC,660
QUT Staff;Business Process Data Analytics,01u8q000000YZvfAAG,true,QUT Staff,01s8q0000000KAdAAM,Business Process Data Analytics,01t8q000000Eu0wAAC,2340
QUT Staff;Business Process Modelling with BPMN & Improvement,01u8q000000YZvpAAG,true,QUT Staff,01s8q0000000KAdAAM,Business Process Modelling with BPMN & Improvement,01t8q000000Eu0yAAC,2640
QUT Staff;CARRS-Q: Investigation & Treatment of Crash Locations,01u8q000000YZvuAAG,true,QUT Staff,01s8q0000000KAdAAM,CARRS-Q: Investigation & Treatment of Crash Locations,01t8q000000Eu0zAAC,1575
QUT Staff;CARRS-Q: Road Safety Audit,01u8q000000YZvzAAG,true,QUT Staff,01s8q0000000KAdAAM,CARRS-Q: Road Safety Audit,01t8q000000Eu10AAC,2363
QUT Staff;Compelling Copywriting for Print & Digital,01u8q000000YZw4AAG,true,QUT Staff,01s8q0000000KAdAAM,Compelling Copywriting for Print & Digital,01t8q000000Eu11AAC,660
QUT Staff;Contract Law for Non-Lawyers,01u8q000000YZw9AAG,true,QUT Staff,01s8q0000000KAdAAM,Contract Law for Non-Lawyers,01t8q000000Eu12AAC,1500
QUT Staff;Creating Apps in the Classroom,01u8q000000YZwEAAW,true,QUT Staff,01s8q0000000KAdAAM,Creating Apps in the Classroom,01t8q000000Eu13AAC,314
QUT Staff;Data Analytics and Machine Learning for Decision Making,01u8q000000YZwOAAW,true,QUT Staff,01s8q0000000KAdAAM,Data Analytics and Machine Learning for Decision Making,01t8q000000Eu15AAC,660
QUT Staff;Empowered Decision Making,01u8q000000YZwUAAW,true,QUT Staff,01s8q0000000KAdAAM,Empowered Decision Making,01t8q000000Eu17AAC,660
QUT Staff;Developing Emotional Intelligence,01u8q000000YZwZAAW,true,QUT Staff,01s8q0000000KAdAAM,Developing Emotional Intelligence,01t8q000000Eu18AAC,660
QUT Staff;Human Factors and Ergonomics,01u8q000000YZwvAAG,true,QUT Staff,01s8q0000000KAdAAM,Human Factors and Ergonomics,01t8q000000Eu1DAAS,1745
QUT Staff;Inclusive Education: Core concepts and essential knowledge,01u8q000000YZx1AAG,true,QUT Staff,01s8q0000000KAdAAM,Inclusive Education: Core concepts and essential knowledge,01t8q000000Eu1EAAS,314
QUT Staff;Indigenous Perspectives and Knowledges in Learning & Teaching,01u8q000000YZxBAAW,true,QUT Staff,01s8q0000000KAdAAM,Indigenous Perspectives and Knowledges in Learning & Teaching,01t8q000000Eu1GAAS,495
QUT Staff;Innovative Thinking for Teachers & School Leaders,01u8q000000YZxEAAW,true,QUT Staff,01s8q0000000KAdAAM,Innovative Thinking for Teachers & School Leaders,01t8q000000Eu1JAAS,314
QUT Staff;Leadership in Disaster Management,01u8q000000YZxJAAW,true,QUT Staff,01s8q0000000KAdAAM,Leadership in Disaster Management,01t8q000000Eu1HAAS,1745
QUT Staff;Leadership in the Digital Age,01u8q000000YZxVAAW,true,QUT Staff,01s8q0000000KAdAAM,Leadership in the Digital Age,01t8q000000Eu1LAAS,660
"QUT Staff;Leadership, Coaching & Culture",01u8q000000YZxgAAG,true,QUT Staff,01s8q0000000KAdAAM,"Leadership, Coaching & Culture",01t8q000000Eu1NAAS,660
QUT Staff;Leading Change and Growth Through the power of conversation,01u8q000000YZxlAAG,true,QUT Staff,01s8q0000000KAdAAM,Leading Change and Growth Through the power of conversation,01t8q000000Eu1OAAS,660
QUT Staff;Lean Six Sigma Green Belt - Virtual,01u8q000000YZxqAAG,true,QUT Staff,01s8q0000000KAdAAM,Lean Six Sigma Green Belt - Virtual,01t8q000000Eu1PAAS,2340
QUT Staff;Lean Six Sigma Green Belt,01u8q000000YZxvAAG,true,QUT Staff,01s8q0000000KAdAAM,Lean Six Sigma Green Belt,01t8q000000Eu1QAAS,2640
QUT Staff;Mastering Data Visualisation for Marketing and Communications,01u8q000000YZy0AAG,true,QUT Staff,01s8q0000000KAdAAM,Mastering Data Visualisation for Marketing and Communications,01t8q000000Eu1RAAS,660
QUT Staff;Maximising your Influence as a Leader,01u8q000000YZy5AAG,true,QUT Staff,01s8q0000000KAdAAM,Maximising your Influence as a Leader,01t8q000000Eu1SAAS,660
QUT Staff;Mentoring Beginning Teachers,01u8q000000YZyAAAW,true,QUT Staff,01s8q0000000KAdAAM,Mentoring Beginning Teachers,01t8q000000Eu1TAAS,313.5
QUT Staff;Planning Professional Presentations,01u8q000000YZytAAG,true,QUT Staff,01s8q0000000KAdAAM,Planning Professional Presentations,01t8q000000Eu1cAAC,660
QUT Staff;Rhythm and Movement for Self-Regulation,01u8q000000YZyyAAG,true,QUT Staff,01s8q0000000KAdAAM,Rhythm and Movement for Self-Regulation,01t8q000000Eu1dAAC,314
QUT Staff;Strategic Business Process Management,01u8q000000YZz4AAG,true,QUT Staff,01s8q0000000KAdAAM,Strategic Business Process Management,01t8q000000Eu1fAAC,2340
QUT Staff;Teaching Phonics in Early Childhood,01u8q000000YZzFAAW,true,QUT Staff,01s8q0000000KAdAAM,Teaching Phonics in Early Childhood,01t8q000000Eu1hAAC,313.5
QUT Staff;Teaching Phonics in Early Childhood: Module Plus,01u8q000000YZzKAAW,true,QUT Staff,01s8q0000000KAdAAM,Teaching Phonics in Early Childhood: Module Plus,01t8q000000Eu1iAAC,491
QUT Staff;Teaching Students who have Suffered Complex Trauma,01u8q000000YZzPAAW,true,QUT Staff,01s8q0000000KAdAAM,Teaching Students who have Suffered Complex Trauma,01t8q000000Eu1jAAC,314
QUT Staff;The Psychology of Negotiation,01u8q000000YZzZAAW,true,QUT Staff,01s8q0000000KAdAAM,The Psychology of Negotiation,01t8q000000Eu1lAAC,660
QUT Staff;Using Influence to be an Effective Negotiator,01u8q000000YZzkAAG,true,QUT Staff,01s8q0000000KAdAAM,Using Influence to be an Effective Negotiator,01t8q000000Eu1oAAC,660
QUT Staff;Enterprise Leadership - Leading Self & Others,01u8q000000YZzpAAG,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Leading Self & Others,01t8q000000Eu1pAAC,1463
QUT Staff;Enterprise Leadership - Actioning Strategic Innovation,01u8q000000YZzuAAG,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Actioning Strategic Innovation,01t8q000000Eu1qAAC,1463
QUT Staff;Enterprise Leadership - Communicating for Results,01u8q000000YZzzAAG,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Communicating for Results,01t8q000000Eu1rAAC,1463
QUT Staff;Enterprise Leadership - Leading Ethical Organisations,01u8q000000Ya04AAC,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Leading Ethical Organisations,01t8q000000Eu1sAAC,1462.5
QUT Staff;Enterprise Leadership - Leading Strategic Initiatives,01u8q000000Ya09AAC,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Leading Strategic Initiatives,01t8q000000Eu1tAAC,1463
QUT Staff;Enterprise Leadership - Delivery Complex Policy,01u8q000000Ya0EAAS,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Delivery Complex Policy,01t8q000000Eu1uAAC,1462.5
QUT Staff;Enterprise Leadership - Managing Stakeholder Relationships,01u8q000000Ya0JAAS,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Managing Stakeholder Relationships,01t8q000000Eu1vAAC,1463
QUT Staff;Enterprise Leadership - Data & Information Literacy,01u8q000000Ya0TAAS,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Data & Information Literacy,01t8q000000Eu1xAAC,1462.5
QUT Staff;Enterprise Leadership - Managing Talent & Succession,01u8q000000Ya0YAAS,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Managing Talent & Succession,01t8q000000Eu1yAAC,1462.5
QUT Staff;Enterprise Leadership - Leading for High Performance,01u8q000000Ya0dAAC,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Leading for High Performance,01t8q000000Eu1zAAC,1462.5
QUT Staff;Enterprise Leadership - Leader As Coach,01u8q000000Ya0iAAC,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Leader As Coach,01t8q000000Eu20AAC,1463
QUT Staff;Enterprise Leadership - Systems Thinking for Leaders,01u8q000000Ya0nAAC,true,QUT Staff,01s8q0000000KAdAAM,Enterprise Leadership - Systems Thinking for Leaders,01t8q000000Eu21AAC,1463
QUT Staff;Indigenous Perspectives in Learning & Teaching & Associate Fellow (Indigenous) o,01u8q000000Ya0sAAC,true,QUT Staff,01s8q0000000KAdAAM,Indigenous Perspectives in Learning & Teaching & Associate Fellow (Indigenous) o,01t8q000000Eu22AAC,1462.5
QUT Staff;Leadership in Disaster Management with Assessment,01u8q000000Ya1DAAS,true,QUT Staff,01s8q0000000KAdAAM,Leadership in Disaster Management with Assessment,01t8q000000Eu26AAC,2180
QUT Staff;Human Factors and Ergonomics with Assessment,01u8q000000Ya1PAAS,true,QUT Staff,01s8q0000000KAdAAM,Human Factors and Ergonomics with Assessment,01t8q000000Eu28AAC,2180
QUT Staff;QUTeX Fundamentals: Making Sense of Online Communities,01u8q000000Ya6GAAS,true,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Making Sense of Online Communities,01t8q000000Eu9fAAC,198
QUT Staff;QUTeX Fundamentals: Information Technology: VR & AR,01u8q000000Ya6iAAC,true,QUT Staff,01s8q0000000KAdAAM,QUTeX Fundamentals: Information Technology: VR & AR,01t8q000000Eu9mAAC,198
QUT Staff;Digital Project Board Governance: Masterclass,01u8q000000Yb1PAAS,true,QUT Staff,01s8q0000000KAdAAM,Digital Project Board Governance: Masterclass,01t8q000000EvSQAA0,949
QUT Staff;Health Care Law and Ethics,01u8q000000YbrlAAC,true,QUT Staff,01s8q0000000KAdAAM,Health Care Law and Ethics,01t8q000000EwvPAAS,1745
QUT Staff;Rhythm and Movement for Self-Regulation: Face to Face,01u8q000000Yg8FAAS,true,QUT Staff,01s8q0000000KAdAAM,Rhythm and Movement for Self-Regulation: Face to Face,01t8q000000F1slAAC,330
QUT Alumni;Inclusive Strategies for the Autism Spectrum: Module Plus,01u8q000000YZvMAAW,false,QUT Alumni,01s8q0000000KAeAAM,Inclusive Strategies for the Autism Spectrum: Module Plus,01t8q000000Eu0qAAC,491
QUT Alumni;AusHSI Health Statistics Refresher,01u8q000000YZvTAAW,false,QUT Alumni,01s8q0000000KAeAAM,AusHSI Health Statistics Refresher,01t8q000000Eu0uAAC,413
QUT Alumni;Business Process Modelling with BPMN & Improvement - Virtual,01u8q000000YZviAAG,false,QUT Alumni,01s8q0000000KAeAAM,Business Process Modelling with BPMN & Improvement - Virtual,01t8q000000Eu0xAAC,2340
QUT Alumni;Creating Publications that Cut Through and Inspire Action,01u8q000000YZwHAAW,false,QUT Alumni,01s8q0000000KAeAAM,Creating Publications that Cut Through and Inspire Action,01t8q000000Eu14AAC,660
QUT Alumni;Disaster Response and Recovery,01u8q000000YZwcAAG,false,QUT Alumni,01s8q0000000KAeAAM,Disaster Response and Recovery,01t8q000000Eu19AAC,1745
QUT Alumni;Financial Literacy for Public Sector Business Managers,01u8q000000YZwiAAG,false,QUT Alumni,01s8q0000000KAeAAM,Financial Literacy for Public Sector Business Managers,01t8q000000Eu1AAAS,660
QUT Alumni;Health Planning and Evaluation,01u8q000000YZwnAAG,false,QUT Alumni,01s8q0000000KAeAAM,Health Planning and Evaluation,01t8q000000Eu1CAAS,1743.75
QUT Alumni;Inclusive Strategies for the Autism spectrum,01u8q000000YZx4AAG,false,QUT Alumni,01s8q0000000KAeAAM,Inclusive Strategies for the Autism spectrum,01t8q000000Eu1FAAS,313.5
QUT Alumni;Leadership In Health Management,01u8q000000YZxNAAW,false,QUT Alumni,01s8q0000000KAeAAM,Leadership In Health Management,01t8q000000Eu1KAAS,1745
QUT Alumni;Leadership of Quality and Safety in Health Care,01u8q000000YZxYAAW,false,QUT Alumni,01s8q0000000KAeAAM,Leadership of Quality and Safety in Health Care,01t8q000000Eu1MAAS,1745
QUT Alumni;Modern Chinese Language Course: Level 1,01u8q000000YZyDAAW,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 1,01t8q000000Eu1UAAS,353
QUT Alumni;Modern Chinese Language Course: Level 2,01u8q000000YZyIAAW,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 2,01t8q000000Eu1VAAS,353
QUT Alumni;Modern Chinese Language Course: Level 3,01u8q000000YZyNAAW,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 3,01t8q000000Eu1WAAS,353
QUT Alumni;Modern Chinese Language Course: Level 4,01u8q000000YZySAAW,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 4,01t8q000000Eu1XAAS,353
QUT Alumni;Modern Chinese Language Course: Level 5,01u8q000000YZyXAAW,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 5,01t8q000000Eu1YAAS,353
QUT Alumni;Modern Chinese Language Course: Level 6,01u8q000000YZycAAG,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 6,01t8q000000Eu1ZAAS,353
QUT Alumni;Modern Chinese Language Course: Level 7,01u8q000000YZyhAAG,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 7,01t8q000000Eu1aAAC,353
QUT Alumni;Modern Chinese Language Course: Level 8,01u8q000000YZymAAG,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 8,01t8q000000Eu1bAAC,353
QUT Alumni;Rhythm and Movement for Self-Regulation,01u8q000000YZywAAG,false,QUT Alumni,01s8q0000000KAeAAM,Rhythm and Movement for Self-Regulation,01t8q000000Eu1dAAC,323
QUT Alumni;Successful Speechwriting,01u8q000000YZz8AAG,false,QUT Alumni,01s8q0000000KAeAAM,Successful Speechwriting,01t8q000000Eu1gAAC,660
QUT Alumni;Team and Group Coaching: igniting organisational energy,01u8q000000YZzSAAW,false,QUT Alumni,01s8q0000000KAeAAM,Team and Group Coaching: igniting organisational energy,01t8q000000Eu1kAAC,660
QUT Alumni;Trust Management: Unlocking a Unique Source of Competitive Advantage in the Digi,01u8q000000YZzcAAG,false,QUT Alumni,01s8q0000000KAeAAM,Trust Management: Unlocking a Unique Source of Competitive Advantage in the Digi,01t8q000000Eu1mAAC,660
QUT Alumni;Enterprise Leadership - Leading in the Government Context,01u8q000000Ya0MAAS,false,QUT Alumni,01s8q0000000KAeAAM,Enterprise Leadership - Leading in the Government Context,01t8q000000Eu1wAAC,1462.5
QUT Alumni;Health Planning and Evaluation with Assessment,01u8q000000Ya0tAAC,false,QUT Alumni,01s8q0000000KAeAAM,Health Planning and Evaluation with Assessment,01t8q000000Eu23AAC,2178.75
QUT Alumni;Leadership of Quality and Safety in Health Care with Assessment,01u8q000000Ya0zAAC,false,QUT Alumni,01s8q0000000KAeAAM,Leadership of Quality and Safety in Health Care with Assessment,01t8q000000Eu24AAC,2180
QUT Alumni;Disaster Response and Recovery with Assessment,01u8q000000Ya15AAC,false,QUT Alumni,01s8q0000000KAeAAM,Disaster Response and Recovery with Assessment,01t8q000000Eu25AAC,2180
QUT Alumni;Leadership In Health Management with Assessment,01u8q000000Ya1HAAS,false,QUT Alumni,01s8q0000000KAeAAM,Leadership In Health Management with Assessment,01t8q000000Eu27AAC,2180
QUT Alumni;Psychology of Decision Making,01u8q000000Ya6QAAS,false,QUT Alumni,01s8q0000000KAeAAM,Psychology of Decision Making,01t8q000000Eu9iAAC,198
QUT Alumni;Digital Project Board Governance: Microcredential,01u8q000000Yb1SAAS,false,QUT Alumni,01s8q0000000KAeAAM,Digital Project Board Governance: Microcredential,01t8q000000EvSRAA0,1031
QUT Alumni;The Strategic Accountant,01u8q000000Yb1XAAS,false,QUT Alumni,01s8q0000000KAeAAM,The Strategic Accountant,01t8q000000EvSSAA0,495
QUT Alumni;Modern Chinese Language Course: Level 9,01u8q000000YeSKAA0,false,QUT Alumni,01s8q0000000KAeAAM,Modern Chinese Language Course: Level 9,01t8q000000F05hAAC,353
QUT Alumni;Rhythm and Movement for Self-Regulation: Face to Face,01u8q000000Yg8BAAS,false,QUT Alumni,01s8q0000000KAeAAM,Rhythm and Movement for Self-Regulation: Face to Face,01t8q000000F1slAAC,330
QUT Alumni;Strategic Leadership of Supplier Relationships,01u8q000000YgEIAA0,false,QUT Alumni,01s8q0000000KAeAAM,Strategic Leadership of Supplier Relationships,01t8q000000F20jAAC,198
QUT Alumni;Strategically Managing Project Risk,01u8q000000YgESAA0,false,QUT Alumni,01s8q0000000KAeAAM,Strategically Managing Project Risk,01t8q000000F20oAAC,198
QUT Alumni;Strategic Workforce Planning,01u8q000000YgEcAAK,false,QUT Alumni,01s8q0000000KAeAAM,Strategic Workforce Planning,01t8q000000F20tAAC,198
QUT Alumni;Procurement Practices in Defence,01u8q000000YgEmAAK,false,QUT Alumni,01s8q0000000KAeAAM,Procurement Practices in Defence,01t8q000000F20yAAC,198
QUT Alumni;Strategic Intellectual Property Management in Defence Procurement,01u8q000000YgFLAA0,false,QUT Alumni,01s8q0000000KAeAAM,Strategic Intellectual Property Management in Defence Procurement,01t8q000000F21IAAS,198
QUT Alumni;Systems Engineering Leadership,01u8q000000YgFfAAK,false,QUT Alumni,01s8q0000000KAeAAM,Systems Engineering Leadership,01t8q000000F21XAAS,198
QUT Alumni;Sourcing and Contracting Strategies in Defence Projects,01u8q000000YgFpAAK,false,QUT Alumni,01s8q0000000KAeAAM,Sourcing and Contracting Strategies in Defence Projects,01t8q000000F21mAAC,198
QUT Alumni;Introduction to Quality Management in Health,01u8q000000Z207AAC,false,QUT Alumni,01s8q0000000KAeAAM,Introduction to Quality Management in Health,01t8q000000EyXBAA0,1745
QUT Alumni;Disaster Planning and Preparedness,01u8q000000Z47YAAS,false,QUT Alumni,01s8q0000000KAeAAM,Disaster Planning and Preparedness,01t8q000000EyX5AAK,1745
QUT Alumni;Disaster Planning and Preparedness with Assessment,01u8q000000Z47iAAC,false,QUT Alumni,01s8q0000000KAeAAM,Disaster Planning and Preparedness with Assessment,01t8q000000EyX6AAK,2180
