Description,Family,Id,IsActive,Name
,Education,01tOm000000vt01IAA,true,Supervised Practicum Stage 1
,Education,01tOm000000vt02IAA,true,Supervised Internship: Practicum 1
,Education,01tOm000000vt03IAA,true,Supervised Internship: Practicum 1
,Education,01tOm000000vt04IAA,true,Supervised Practicum Stage 2
,Education,01tOm000000vt05IAA,true,Supervised Internship: Practicum 2
,Education,01tOm000000vt06IAA,true,Supervised Practicum Stage 3
,Education,01tOm000000vt07IAA,true,Supervised Clinical Externship: Practicum 3
,Education,01tOm000000vt08IAA,true,Supervised Practicum Stage 4
,Education,01tOm000000vt09IAA,true,Supervised Clinical Externship: Practicum 4
,Education,01tOm000000vt0AIAQ,true,Health Psychology and Rehabilitation
,Education,01tOm000000vt0BIAQ,true,Clinical Psychological Interventions 2
,Education,01tOm000000vt0CIAQ,true,Clinical Psychological Interventions: Relational Psychodynamic Psychotherapy
,Education,01tOm000000vt0DIAQ,true,Clinical Psychological Interventions 3
,Education,01tOm000000vt0EIAQ,true,Clinical Psychological Interventions: Family Therapy and Interpersonal Psychothe
,Education,01tOm000000vt0FIAQ,true,Developmental and Educational Assessment
,Education,01tOm000000vt0GIAQ,true,Counselling and Consultation
,Education,01tOm000000vt0HIAQ,true,Prof Prac in Ed & Dev Psych
,Education,01tOm000000vt0IIAQ,true,Interventions in Ed & Develop Psych
,Education,01tOm000000vt0JIAQ,true,Applied Developmental Psychology
,Education,01tOm000000vt0KIAQ,true,Applied Developmental Science
,Education,01tOm000000vt0LIAQ,true,Learning Difficulties: Assessment and Intervention
,Education,01tOm000000vt0MIAQ,true,Learning Difficulties and Developmental Disability
,Education,01tOm000000vt0NIAQ,true,Developmental Processes and Disability
,Education,01tOm000000vt0OIAQ,true,Psychobiological Models of Lifespan Dvlpmnt: Implcatns Wellness Disability
,Education,01tOm000000vt0PIAQ,true,Advanced Educational and Developmental Psychology Practice
,Education,01tOm000000vt0QIAQ,true,Advanced Clinical Psychology Practice
,Education,01tOm000000vt0RIAQ,true,Evidence-Based Practice in Psychology
,Education,01tOm000000vt0SIAQ,true,Contemporary Topics in Applied Psychological Practice
,Education,01tOm000000vt0TIAQ,true,Supervised Practicum 1
,Education,01tOm000000vt0UIAQ,true,Supervised Practicum 2
,Education,01tOm000000vt0VIAQ,true,Supervised Practicum 3
,Education,01tOm000000vt0WIAQ,true,Supervised Educational and Developmental Externship: Practicum 3
,Education,01tOm000000vt0XIAQ,true,Supervised Practicum 4
,Education,01tOm000000vt0YIAQ,true,Supervised Educational and Developmental Externship: Practicum 4
,Education,01tOm000000vt0ZIAQ,true,Professional Communication 1
,Education,01tOm000000vt0aIAA,true,Academic Communication 1
,Education,01tOm000000vt0bIAA,true,Communication 1
,Education,01tOm000000vt0cIAA,true,Professional Communication 2
,Education,01tOm000000vt0dIAA,true,Academic Communication 2
,Education,01tOm000000vt0eIAA,true,Communication 2
,Education,01tOm000000vt0fIAA,true,Communication for the Health Professions
,Education,01tOm000000vt0gIAA,true,EAP 1 Standard
,Education,01tOm000000vt0hIAA,true,EAP 1 Extended
,Education,01tOm000000vt0iIAA,true,EAP 2 Standard
,Education,01tOm000000vt0jIAA,true,EAP 2 Extended
,Education,01tOm000000vt0kIAA,true,Academic English 1
,Education,01tOm000000vt0lIAA,true,Advanced Mathematics 1
,Education,01tOm000000vt0mIAA,true,Science 1
,Education,01tOm000000vt0nIAA,true,Creative Practice
,Education,01tOm000000vt0oIAA,true,Studies of Society 1
,Education,01tOm000000vt0pIAA,true,Academic English 2
,Education,01tOm000000vt0qIAA,true,Business Studies 2
,Education,01tOm000000vt0rIAA,true,General Mathematics 2
,Education,01tOm000000vt0sIAA,true,Advanced Mathematics 2
,Education,01tOm000000vt0tIAA,true,Science 2
,Education,01tOm000000vt0uIAA,true,Creative Design
,Education,01tOm000000vt0vIAA,true,Studies of Society 2
,Education,01tOm000000vt0wIAA,true,Digital Studies
,Education,01tOm000000vt0xIAA,true,Literature Studies
,Education,01tOm000000vt0yIAA,true,Introduction to the Language of Research
,Education,01tOm000000vt0zIAA,true,IELTS Advanced
,Education,01tOm000000vt10IAA,true,General English Elementary 1-5
,Education,01tOm000000vt11IAA,true,General English Elementary 6-10
,Education,01tOm000000vt12IAA,true,General English Pre-Intermediate 1-5
,Education,01tOm000000vt13IAA,true,General English Pre-Intermediate 6-10
,Education,01tOm000000vt14IAA,true,General English Intermediate 1-5
,Education,01tOm000000vt15IAA,true,General English Intermediate 6-10
,Education,01tOm000000vt16IAA,true,General English Upper Intermediate 1-5
,Education,01tOm000000vt17IAA,true,General English Upper Intermediate 6-10
,Education,01tOm000000vt18IAA,true,QUT You: Artificial Intelligence in the Real World
,Education,01tOm000000vt19IAA,true,QUT You: Walking on Country
,Education,01tOm000000vt1AIAQ,true,QUT You: Real Action for Real Change
,Education,01tOm000000vt1BIAQ,true,"QUT You: Living and Working Collaboratively, Ethically, and Inclusively"
,Education,01tOm000000vt1CIAQ,true,"QUT You: Seeing Me, Seeing You: Skills for a Diverse World"
,Education,01tOm000000vt1DIAQ,true,QUT You: The Art of Pitching
,Education,01tOm000000vt1EIAQ,true,QUT You: Fighting 'Fake News'
,Education,01tOm000000vt1FIAQ,true,QUT You: Think Like a Computer and Change the World
,Education,01tOm000000vt1GIAQ,true,QUT You: Data Science for Society
,Education,01tOm000000vt1HIAQ,true,QUT You: People with Robots
,Education,01tOm000000vt1IIAQ,true,Introductory Russian I (University of Queensland)
,Education,01tOm000000vt1JIAQ,true,Introductory Russian II (University of Queensland)
,Education,01tOm000000vt1KIAQ,true,Russian Language III (University of Queensland)
,Education,01tOm000000vt1LIAQ,true,Russian Language IV (University of Queensland)
,Education,01tOm000000vt1MIAQ,true,Russian V (University of Queensland)
,Education,01tOm000000vuzyIAA,true,Public Health Practice
,Education,01tOm000000vuzzIAA,true,Upstream! Creating a Just World Through Public Health Practice
,Education,01tOm000000vv00IAA,true,Contemporary Public Health
,Education,01tOm000000vv01IAA,true,Home Economics Curriculum Studies 2
,Education,01tOm000000vv02IAA,true,Epidemiology
,Education,01tOm000000vv03IAA,true,Introduction to Epidemiology
,Education,01tOm000000vv04IAA,true,Sustainable Environments for Health
,Education,01tOm000000vv05IAA,true,Women's Health
,Education,01tOm000000vv06IAA,true,Gender Equity and Human Health
,Education,01tOm000000vv07IAA,true,eHealth Concepts
,Education,01tOm000000vv08IAA,true,Digital Health Perspectives
,Education,01tOm000000vv09IAA,true,Health Information Management
,Education,01tOm000000vv0AIAQ,true,Transition to Professional Hth Info Mgt Practice
,Education,01tOm000000vv0BIAQ,true,Integrated Hlth Info Mgt Practice
,Education,01tOm000000vv0CIAQ,true,Practical Clinical Classification
,Education,01tOm000000vv0DIAQ,true,Transition to Professional Hlth Info Mgt Practice
,Education,01tOm000000vv0EIAQ,true,Integrated Hlth Info Mgt Practice
,Education,01tOm000000vv0FIAQ,true,Casemix and Activity Based Funding
,Education,01tOm000000vv0GIAQ,true,Health Promotion Practice
,Education,01tOm000000vv0HIAQ,true,Taking Action for Health Promotion
,Education,01tOm000000vv0IIAQ,true,Research Methods
,Education,01tOm000000vv0JIAQ,true,Research to Change the World
,Education,01tOm000000vv0KIAQ,true,Qualitative Inquiry in Public Health
,Education,01tOm000000vv0LIAQ,true,Quality Management in Health
,Education,01tOm000000vv0MIAQ,true,Contract / Project Management
,Education,01tOm000000vv0NIAQ,true,Health Education and Behaviour Change
,Education,01tOm000000vv0OIAQ,true,"Health Policy, Planning and Advocacy"
,Education,01tOm000000vv0PIAQ,true,"Health Policy Making and Advocacy - People, Power and Politics"
,Education,01tOm000000vv0QIAQ,true,Statistical Methods in Health
,Education,01tOm000000vv0RIAQ,true,International Health
,Education,01tOm000000vv0SIAQ,true,Professional Practice
,Education,01tOm000000vv0TIAQ,true,Professional Practice
,Education,01tOm000000vv0UIAQ,true,Contemporary Risk Management
,Education,01tOm000000vv0VIAQ,true,Environmental Management and Sustainability
,Education,01tOm000000vv0WIAQ,true,Risk Assessment
,Education,01tOm000000vv0XIAQ,true,Health Planning and Evaluation
,Education,01tOm000000vv0YIAQ,true,Cost-effectiveness Analysis for Healthcare
,Education,01tOm000000vv0ZIAQ,true,Implementation Science - Theory and Application in Health
,Education,01tOm000000vv0aIAA,true,Toxicology
,Education,01tOm000000vv0bIAA,true,Advanced Epidemiology
,Education,01tOm000000vv0cIAA,true,Health Statistics
,Education,01tOm000000vv0dIAA,true,Health Statistics 1
,Education,01tOm000000vv0eIAA,true,Health Statistics
,Education,01tOm000000vv0fIAA,true,Population Health
,Education,01tOm000000vv0gIAA,true,Foundations of Digital Health
,Education,01tOm000000vv0hIAA,true,Clinical Informatics for Intelligent Healthcare
,Education,01tOm000000vv0iIAA,true,Contemporary Health Management
,Education,01tOm000000vv0jIAA,true,Health Care Finance and Economics
,Education,01tOm000000vv0kIAA,true,Health Information Management Perspectives
,Education,01tOm000000vv0lIAA,true,Quality Management in Health
,Education,01tOm000000vv0mIAA,true,Systems of Quality and Safety in Health
,Education,01tOm000000vv0nIAA,true,Leadership of Quality and Safety in Health
,Education,01tOm000000vv0oIAA,true,Operational Management in Healthcare
,Education,01tOm000000vv0pIAA,true,OHS Law and Policy
,Education,01tOm000000vv0qIAA,true,Environmental Health Law
,Education,01tOm000000vv0rIAA,true,Food Safety
,Education,01tOm000000vv0sIAA,true,Introduction to Disaster Risk Management
,Education,01tOm000000vv0tIAA,true,Disaster Risk Management in Health and Community Services
,Education,01tOm000000vv0uIAA,true,Disaster Management
,Education,01tOm000000vv0vIAA,true,Disaster Planning and Preparedness
,Education,01tOm000000vv0wIAA,true,Disaster Response and Recovery
,Education,01tOm000000vv0xIAA,true,Leadership in Disaster Management
,Education,01tOm000000vv0yIAA,true,Environmental Protection
,Education,01tOm000000vv0zIAA,true,Communicable Diseases
,Education,01tOm000000vv10IAA,true,Occupational Health and Safety Management
,Education,01tOm000000vv11IAA,true,"Health, Safety and Environment Leadership and Management"
,Education,01tOm000000vv12IAA,true,Concepts of Environmental Health
,Education,01tOm000000vv13IAA,true,Leadership in Health Management
,Education,01tOm000000vv14IAA,true,Leadership in Healthcare
,Education,01tOm000000vv15IAA,true,Leadership in Digital Health Management
,Education,01tOm000000vv16IAA,true,Health Care Delivery and Reform
,Education,01tOm000000vv17IAA,true,Health Systems
,Education,01tOm000000vv18IAA,true,International Hlth Policy and Management
,Education,01tOm000000vv19IAA,true,Health Policy in a Global Context
,Education,01tOm000000vv1AIAQ,true,Health Management Internship
,Education,01tOm000000vv1BIAQ,true,Hlth Promotion 2: Theories
,Education,01tOm000000vv1CIAQ,true,Hlth Promotion 3: Prog Plnng
,Education,01tOm000000vv1DIAQ,true,Hlth Promotion 4: Prog Evaln
,Education,01tOm000000vv1EIAQ,true,Hlth Promotion 1: Paradigms
,Education,01tOm000000vv1FIAQ,true,Ergonomics
,Education,01tOm000000vv1GIAQ,true,Human Factors and Ergonomics
,Education,01tOm000000vv1HIAQ,true,Toxicology and Occupational Hygiene
,Education,01tOm000000vv1IIAQ,true,Occupational Hygiene and Toxicology
,Education,01tOm000000vv1JIAQ,true,Occupational  Health
,Education,01tOm000000vv1KIAQ,true,Population Health
,Education,01tOm000000vv1LIAQ,true,Contemporary Health Management
,Education,01tOm000000vv1MIAQ,true,Quality Management in Health
,Education,01tOm000000vv1NIAQ,true,Introduction to Disaster Risk Management
,Education,01tOm000000vv1OIAQ,true,Disaster Planning and Preparedness
,Education,01tOm000000vv1PIAQ,true,Disaster Response and Recovery
,Education,01tOm000000vv1QIAQ,true,Leadership in Disaster Management
,Education,01tOm000000vv1RIAQ,true,Leadership in Health Management
,Education,01tOm000000vv1SIAQ,true,Health Systems
,Education,01tOm000000vv1TIAQ,true,Cost-effectiveness Analysis for Healthcare Decision Making
,Education,01tOm000000vv1UIAQ,true,Implementation Science - Theory and Application in Health
,Education,01tOm000000vv1VIAQ,true,Health Systems
,Education,01tOm000000vv1WIAQ,true,Physics of the Very Large
,Education,01tOm000000vv1XIAQ,true,Physics of the Very Large
,Education,01tOm000000vv1YIAQ,true,Physics of the Very Small
,Education,01tOm000000vveIIAQ,true,Literature in Secondary Teaching
,Education,01tOm000000vveJIAQ,true,Literature in Secondary Teaching
,Education,01tOm000000vveKIAQ,true,Teaching Adolescent Literature
,Education,01tOm000000vveLIAQ,true,Teaching Young Adult Literature
,Education,01tOm000000vveMIAQ,true,Teaching English as an Additional Language
,Education,01tOm000000vveNIAQ,true,Gender and Sexuality Issues for Teachers
,Education,01tOm000000vveOIAQ,true,Movies and Popular Culture
,Education,01tOm000000vvePIAQ,true,Movies and Popular Culture
,Education,01tOm000000vveQIAQ,true,Teaching Students with Learning Difficulties
,Education,01tOm000000vveRIAQ,true,Teaching Students with Learning Difficulties
,Education,01tOm000000vveSIAQ,true,Effective Communication Skills for Teachers
,Education,01tOm000000vveTIAQ,true,Classroom and Behaviour Management
,Education,01tOm000000vveUIAQ,true,Teaching Strategies
,Education,01tOm000000vveVIAQ,true,Understanding Reading Difficulties
,Education,01tOm000000vveWIAQ,true,Understanding Reading Difficulties
,Education,01tOm000000vveXIAQ,true,Engaging Learners in Junior Secondary
,Education,01tOm000000vveYIAQ,true,Engaging Learners in Junior Secondary
,Education,01tOm000000vveZIAQ,true,Differentiation for Gifted Children
,Education,01tOm000000vveaIAA,true,Connected Learning
,Education,01tOm000000vvebIAA,true,Designing Spaces for Learning
,Education,01tOm000000vvecIAA,true,Second Language Curriculum Design
,Education,01tOm000000vvedIAA,true,Second Language Assessment
,Education,01tOm000000vveeIAA,true,Sociolinguistics
,Education,01tOm000000vvefIAA,true,Grammar for Second Language Teaching
,Education,01tOm000000vvegIAA,true,Inquiry Learning
,Education,01tOm000000vvehIAA,true,Children's Literature: Criticism and Practice
,Education,01tOm000000vveiIAA,true,Advanced Educational Counselling
,Education,01tOm000000vvejIAA,true,Ed Guide & Counselling: Prof Practice
,Education,01tOm000000vvekIAA,true,Psychoeducational Assessment
,Education,01tOm000000vvelIAA,true,Career Development and Professional Practice
,Education,01tOm000000vvemIAA,true,Career Counselling
,Education,01tOm000000vvenIAA,true,"Leadership Concepts, Theories and Issues"
,Education,01tOm000000vveoIAA,true,Leading and Managing People
,Education,01tOm000000vvepIAA,true,"Inclusive Ed: Theory, Policy & Practice"
,Education,01tOm000000vveqIAA,true,"Leadership, Policy and Change in Action"
,Education,01tOm000000vverIAA,true,Strategic Management
,Education,01tOm000000vvesIAA,true,Understanding Reading and Writing Difficulties
,Education,01tOm000000vvetIAA,true,Understanding Reading and Writing Difficulties
,Education,01tOm000000vveuIAA,true,School Guidance and Counselling Practicum
,Education,01tOm000000vvevIAA,true,"Supporting Students with Social, Emotional and Behavioural Needs"
,Education,01tOm000000vvewIAA,true,"Supporting Learners with Social, Emotional and Behavioural Needs"
,Education,01tOm000000vvexIAA,true,Supporting Students with an Autistic Spectrum Disorder
,Education,01tOm000000vveyIAA,true,Supporting Students with an Autism Spectrum Disorder
,Education,01tOm000000vvezIAA,true,Introductory Educational Counselling
,Education,01tOm000000vvf0IAA,true,Career Development: Policy and Process Context
,Education,01tOm000000vvf1IAA,true,Theory and Practice of Second Language Teaching and Learning
,Education,01tOm000000vvf2IAA,true,"Youth, Popular Culture, and Texts"
,Education,01tOm000000vvf3IAA,true,Education and Society
,Education,01tOm000000vvf4IAA,true,Community Justice Projects
,Education,01tOm000000vvf5IAA,true,Introduction to Law
,Education,01tOm000000vvf6IAA,true,Torts
,Education,01tOm000000vvf7IAA,true,Dispute Resolution
,Education,01tOm000000vvf8IAA,true,Law in Context
,Education,01tOm000000vvf9IAA,true,Contemporary Law and Justice
,Education,01tOm000000vvfAIAQ,true,Legal Problems and Communication
,Education,01tOm000000vvfBIAQ,true,Criminal Law
,Education,01tOm000000vvfCIAQ,true,Statutory Interpretation
,Education,01tOm000000vvfDIAQ,true,"Law, Governance and Sustainability"
,Education,01tOm000000vvfEIAQ,true,Human Rights Law
,Education,01tOm000000vvfFIAQ,true,Introduction to International Law
,Education,01tOm000000vvfGIAQ,true,Regulation of Business
,Education,01tOm000000vvfHIAQ,true,Behavioural Law and Economics
,Education,01tOm000000vvfIIAQ,true,Contract Law
,Education,01tOm000000vvfJIAQ,true,Constitutional Law
,Education,01tOm000000vvfKIAQ,true,Commercial and Personal Property Law
,Education,01tOm000000vvfLIAQ,true,Equity and Trusts
,Education,01tOm000000vvfMIAQ,true,Chinese Legal System
,Education,01tOm000000vvfNIAQ,true,Discrimination and Equal Opportunity Law
,Education,01tOm000000vvfOIAQ,true,Media Law
,Education,01tOm000000vvfPIAQ,true,Family Law
,Education,01tOm000000vvfQIAQ,true,Criminal Law Sentencing
,Education,01tOm000000vvfRIAQ,true,Sports Law
,Education,01tOm000000vvfSIAQ,true,Principles of Labour Law
,Education,01tOm000000vvfTIAQ,true,Workplace Law
,Education,01tOm000000vvfUIAQ,true,Animal Law
,Education,01tOm000000vvfVIAQ,true,COVID-19 and the Law
,Education,01tOm000000vvfWIAQ,true,Public Health and the Law
,Education,01tOm000000vvfXIAQ,true,"Law, Privacy and Data Ethics"
,Education,01tOm000000vvfYIAQ,true,Law and Design Thinking
,Education,01tOm000000vvfZIAQ,true,Legal Tech
,Education,01tOm000000vvfaIAA,true,Legal Coding
,Education,01tOm000000vvfbIAA,true,Real Property Law
,Education,01tOm000000vvfcIAA,true,Evidence
,Education,01tOm000000vvfdIAA,true,Commercial Remedies
,Education,01tOm000000vvfeIAA,true,Civil Procedure
,Education,01tOm000000vvffIAA,true,Civil Dispute Resolution
,Education,01tOm000000vvfgIAA,true,Banking and Finance Law
,Education,01tOm000000vvfhIAA,true,"Artificial Intelligence, Robots and the Law"
,Education,01tOm000000vvfiIAA,true,Immigration and Refugee Law
,Education,01tOm000000vvfjIAA,true,Indigenous Cultural Heritage Law
,Education,01tOm000000vvfkIAA,true,Indigenous Legal Issues
,Education,01tOm000000vvflIAA,true,Intellectual Property Law
,Education,01tOm000000vvfmIAA,true,Internet Law
,Education,01tOm000000vvfnIAA,true,Regulating the Internet
,Education,01tOm000000vvfoIAA,true,Succession Law
,Education,01tOm000000vvfpIAA,true,Taxation Law
,Education,01tOm000000vvfqIAA,true,Socio-Legal Research Methods
,Education,01tOm000000vvfrIAA,true,Japanese Law
,Education,01tOm000000vvfsIAA,true,The Law and Ethics of War
,Education,01tOm000000vwPLIAY,true,Partnerships with Families and Communities
,Education,01tOm000000vwPMIAY,true,Inclusive Education and Early Intervention in Early Childhood
,Education,01tOm000000vwPNIAY,true,Leadership and Management in Early Childhood
,Education,01tOm000000vwPOIAY,true,Research in Early Childhood
,Education,01tOm000000vwPPIAY,true,Arts Curriculum Studies 1: Visual and Media Arts
,Education,01tOm000000vwPQIAY,true,Early Childhood Science Education
,Education,01tOm000000vwPRIAY,true,Early Childhood Mathematics Education 1
,Education,01tOm000000vwPSIAY,true,Early Childhood Mathematics Education 2
,Education,01tOm000000vwPTIAY,true,"Early Childhood English, Literacies and Language 2"
,Education,01tOm000000vwPUIAY,true,"Early Childhood English, Literacies and Language 3"
,Education,01tOm000000vwPVIAY,true,Early Childhood Arts Curriculum Studies 2: Performing Arts
,Education,01tOm000000vwPWIAY,true,Early Childhood Arts Curriculum 3: Community Arts
,Education,01tOm000000vwPXIAY,true,Primary Arts Curriculum Studies: Performing Arts
,Education,01tOm000000vwPYIAY,true,Investigating Curr & Pedagogy in EC
,Education,01tOm000000vwPZIAY,true,Child Development in Context
,Education,01tOm000000vwPaIAI,true,Arts and Sciences in Early Childhood
,Education,01tOm000000vwPbIAI,true,Mathematics in Early Childhood
,Education,01tOm000000vwPcIAI,true,"Lang, Lit and Comm in EC"
,Education,01tOm000000vwPdIAI,true,Mathematics Education
,Education,01tOm000000vwPeIAI,true,"English, Literacies and Language"
,Education,01tOm000000vwPfIAI,true,Contemporary and Comparative Perspectives in Early Childhood
,Education,01tOm000000vwPgIAI,true,"Well Being, Child Health & Safety, HPE Curriculum Studies in EC & Primary"
,Education,01tOm000000vwPhIAI,true,T & L Studies 1: Teaching in New Times
,Education,01tOm000000vwPiIAI,true,T & L Studies 2: Development &  Learning
,Education,01tOm000000vwPjIAI,true,T & L Studies 4: Inclusive Education
,Education,01tOm000000vwPkIAI,true,Learning Networks
,Education,01tOm000000vwPlIAI,true,Culture Studies: Indigenous Education
,Education,01tOm000000vwPmIAI,true,Introduction to Education
,Education,01tOm000000vwPnIAI,true,"Indigenous Australia: Country, Kin and Culture"
,Education,01tOm000000vwPoIAI,true,ICT in Early Childhood and Primary Education
,Education,01tOm000000vwPpIAI,true,Early Childhood Learning and Development 1
,Education,01tOm000000vwPqIAI,true,Early Childhood Learning and Development 2
,Education,01tOm000000vwPrIAI,true,Early Childhood Professional Practice and Pedagogies
,Education,01tOm000000vwPsIAI,true,Teaching Strategies and Planning
,Education,01tOm000000vwPtIAI,true,Secondary Assessment 1: Summative and Diagnostic Assessment
,Education,01tOm000000vwPuIAI,true,Secondary practicum and internship
,Education,01tOm000000vwPvIAI,true,Creating Positive Learning Environments
,Education,01tOm000000vwPwIAI,true,Culture Studies 1: Indigenous Education
,Education,01tOm000000vwPxIAI,true,Education and Society 2
,Education,01tOm000000vwPyIAI,true,Early Childhood & Primary Assessment 1: Summative and Diagnostic Assessment
,Education,01tOm000000vwPzIAI,true,Stepping Out/ Making Connections
,Education,01tOm000000vwQ0IAI,true,Stepping Out/ Making Connections
,Education,01tOm000000vwQ1IAI,true,Internship
,Education,01tOm000000vwQ2IAI,true,Facilitated Study Unit
,Education,01tOm000000vwQ3IAI,true,Facilitated Study Unit
,Education,01tOm000000vwQ4IAI,true,Professional Dialogues in Education
,Education,01tOm000000vwQ5IAI,true,Professional Dialogues in Education
,Education,01tOm000000vwQ6IAI,true,Conducting and Evaluating Educational Research
,Education,01tOm000000vwQ7IAI,true,Conducting and Evaluating Educational Research
,Education,01tOm000000vwQ8IAI,true,Conducting and Evaluating Educational Research
,Education,01tOm000000vwQ9IAI,true,Shaping an Educational Research Project
,Education,01tOm000000vwQAIAY,true,Shaping an Educational Research Project
,Education,01tOm000000vwQBIAY,true,Professional Experience in Early Childhood
,Education,01tOm000000vwQCIAY,true,Interdisciplinary in Education Studies
,Education,01tOm000000vwQDIAY,true,Advanced Research Studies in Educational Contexts
,Education,01tOm000000vwQEIAY,true,Developing an Entrepreneurial Mindset
,Education,01tOm000000vwQFIAY,true,Ideate and Create!
,Education,01tOm000000vwQGIAY,true,Opportunity Identification
,Education,01tOm000000vwQHIAY,true,"Test, Prototype and Validate"
,Education,01tOm000000vwQIIAY,true,Aus Economic History
,Education,01tOm000000vwQJIAY,true,Cost-Benefit Analysis for Project Appraisal
,Education,01tOm000000vwQKIAY,true,Financial Markets
,Education,01tOm000000vwQLIAY,true,Finance 1
,Education,01tOm000000vwQMIAY,true,Fundamentals of Finance
,Education,01tOm000000vwQNIAY,true,Quant Methods for Economics & Finance
,Education,01tOm000000vwQOIAY,true,Introduction to Applied Econometrics
,Education,01tOm000000vwQPIAY,true,Economics 2
,Education,01tOm000000vwQQIAY,true,Economics for the Real World
,Education,01tOm000000vwQRIAY,true,Environmental Economics and Policy
,Education,01tOm000000vwQSIAY,true,"Insurance, Risk Management & Estate Planning"
,Education,01tOm000000vwQTIAY,true,Microeconomics
,Education,01tOm000000vwQUIAY,true,Macroeconomics
,Education,01tOm000000vwQVIAY,true,Financial Planning and Investments
,Education,01tOm000000vwQWIAY,true,Economics
,Education,01tOm000000vwQXIAY,true,Finance for International Business
,Education,01tOm000000vwQYIAY,true,Finance 2
,Education,01tOm000000vwQZIAY,true,Empirical Finance
,Education,01tOm000000vwQaIAI,true,Financial Modelling and Coding
,Education,01tOm000000vwQbIAI,true,Financial Derivatives
,Education,01tOm000000vwQcIAI,true,Financial Institutions - Control
,Education,01tOm000000vwQdIAI,true,Financial Institutions - Lending
,Education,01tOm000000vwQeIAI,true,Financial Institutions Lending and Control
,Education,01tOm000000vxeUIAQ,true,Science Discipline Elective
,Education,01tOm000000vxeVIAQ,true,Exchange Program - Science and Engineering
,Education,01tOm000000vxeWIAQ,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxeXIAQ,true,Science Discipline Elective
,Education,01tOm000000vxeYIAQ,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxeZIAQ,true,Science and Engineering Discipline Elective
,Education,01tOm000000vxeaIAA,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxebIAA,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxecIAA,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxedIAA,true,Exchange - Information Technology and Mathematics Discipline
,Education,01tOm000000vxeeIAA,true,Information Technology and Mathematics Discipline Elective
,Education,01tOm000000vxefIAA,true,Information Technology Discipline Elective
,Education,01tOm000000vxegIAA,true,Information Technology and Mathematics Discipline Elective
,Education,01tOm000000vxehIAA,true,Information Technology Discipline Elective
,Education,01tOm000000vxeiIAA,true,Information Technology Discipline Elective
,Education,01tOm000000vxejIAA,true,Information Technology Discipline Elective
,Education,01tOm000000vxekIAA,true,Information Technology Discipline Elective
,Education,01tOm000000vxelIAA,true,Environmental Studies Discipline Elective
,Education,01tOm000000vxemIAA,true,Environmental Studies Discipline Elective
,Education,01tOm000000vxenIAA,true,Environmental Studies Discipline Elective
,Education,01tOm000000vxeoIAA,true,Environmental Studies Discipline Elective
,Education,01tOm000000vxepIAA,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxeqIAA,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxerIAA,true,Exchange - Science and Engineering Discipline
,Education,01tOm000000vxesIAA,true,Engineering Discipline Elective
,Education,01tOm000000vxetIAA,true,Engineering Discipline Elective
,Education,01tOm000000vxeuIAA,true,Engineering Discipline Elective
,Education,01tOm000000vxevIAA,true,Engineering Discipline Elective
,Education,01tOm000000vxewIAA,true,Mathematics Discipline Elective
,Education,01tOm000000vxexIAA,true,Mathematics Discipline Elective
,Education,01tOm000000vxeyIAA,true,Exchange Program - Creative Industries
,Education,01tOm000000vxezIAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf0IAA,true,Exchange Program - Creative Industries
,Education,01tOm000000vxf1IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf2IAA,true,Exchange Program - Creative Industries
,Education,01tOm000000vxf3IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf4IAA,true,Exchange Program - Creative Industries
,Education,01tOm000000vxf5IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf6IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf7IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf8IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxf9IAA,true,Creative Arts Discipline Elective
,Education,01tOm000000vxfAIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfBIAQ,true,Built Environment Discipline Elective
,Education,01tOm000000vxfCIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfDIAQ,true,Built EnvironmentDiscipline Elective
,Education,01tOm000000vxfEIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfFIAQ,true,Built Environment Discipline Elective
,Education,01tOm000000vxfGIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfHIAQ,true,Built Environment Discipline Elective
,Education,01tOm000000vxfIIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfJIAQ,true,Built Environment Discipline Elective
,Education,01tOm000000vxfKIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfLIAQ,true,Built Environment Discipline Elective
,Education,01tOm000000vxfMIAQ,true,Built Environment Discipline Elective
,Education,01tOm000000vxfNIAQ,true,Architecture Discipline Elective
,Education,01tOm000000vxfOIAQ,true,Built Environment Discipline Elective
